hgnc_symbol	curated_protein_type
LBP	Ligand
PENK	Ligand
CCK	Ligand
CCL15	Ligand
ACE	Ligand
ADM2	Ligand
APLN	Ligand
ARTN	Ligand
ASIP	Ligand
BMP10	Ligand
BMP6	Ligand
BMP8A	Ligand
BMP8B	Ligand
C1QTNF9	Ligand
CCL1	Ligand
CCL20	Ligand
CCL22	Ligand
CCL24	Ligand
CCL25	Ligand
CCL26	Ligand
CCL27	Ligand
CCL3L1	Ligand
CCL3L3	Ligand
CCL4L1	Ligand
CDNF	Ligand
CER1	Ligand
CGB1	Ligand
CGB2	Ligand
CORT	Ligand
CSH2	Ligand
CSHL1	Ligand
CXCL11	Ligand
CXCL6	Ligand
ESM1	Ligand
FAM132A	Ligand
FAM132B	Ligand
GALP	Ligand
GDF11	Ligand
GDF7	Ligand
GNRH2	Ligand
GPHA2	Ligand
IAPP	Ligand
IFNA10	Ligand
IFNA13	Ligand
IFNA14	Ligand
IFNA16	Ligand
IFNA17	Ligand
IFNA2	Ligand
IFNA21	Ligand
IFNA4	Ligand
IFNA5	Ligand
IFNA6	Ligand
IFNA7	Ligand
IFNA8	Ligand
IFNE	Ligand
IFNW1	Ligand
IL17C	Ligand
IL20	Ligand
IL22	Ligand
IL25	Ligand
IL3	Ligand
IL31	Ligand
IL34	Ligand
INS-IGF2	Ligand
INSL5	Ligand
LEFTY1	Ligand
NMB	Ligand
NMS	Ligand
NMU	Ligand
NPB	Ligand
NPFF	Ligand
NPW	Ligand
NXPH1	Ligand
NXPH3	Ligand
OSTN	Ligand
PMCH	Ligand
PNOC	Ligand
PRLH	Ligand
PROK1	Ligand
PSPN	Ligand
QRFP	Ligand
RETNLB	Ligand
RLN2	Ligand
RLN3	Ligand
RSPO2	Ligand
RSPO3	Ligand
SCT	Ligand
TAC1	Ligand
TAC4	Ligand
TNFSF12	Ligand
TSHB	Ligand
TSLP	Ligand
UCN	Ligand
UCN2	Ligand
UTS2	Ligand
UTS2B	Ligand
XCL2	Ligand
CCL17	Ligand
CCL28	Ligand
DKK1	Ligand
IL18BP	Ligand
INSL4	Ligand
METRNL	Ligand
STC2	Ligand
TRH	Ligand
ANGPTL1	Ligand
ANGPTL2	Ligand
CXCL12	Ligand
EDIL3	Ligand
GCG	Ligand
GRP	Ligand
INHA	Ligand
NTS	Ligand
PCSK1N	Ligand
PYY	Ligand
SLIT1	Ligand
SLIT3	Ligand
STC1	Ligand
PDGFC	Ligand
PDGFD	Ligand
C1QTNF2	Ligand
C1QTNF4	Ligand
CXCL14	Ligand
GREM2	Ligand
IL17D	Ligand
IL27	Ligand
INSL6	Ligand
MLN	Ligand
UCN3	Ligand
ANGPT4	Ligand
FGF21	Ligand
FGF22	Ligand
NPPC	Ligand
AIMP1	Ligand
ANXA1	Ligand
ANXA7	Ligand
AP2M1	Ligand
APELA	Ligand
APOL2	Ligand
AREG	Ligand
BDNF	Ligand
BMP5	Ligand
C1QBP	Ligand
CCL5	Ligand
CCL7	Ligand
CKLF	Ligand
CTF1	Ligand
CX3CL1	Ligand
EGF	Ligand
FAM3B	Ligand
FAM3C	Ligand
FAM3D	Ligand
FASLG	Ligand
FGF11	Ligand
FGF2	Ligand
FLT3LG	Ligand
FNDC5	Ligand
GFER	Ligand
GPHB5	Ligand
GPI	Ligand
HDGF	Ligand
HILPDA	Ligand
HMGB1	Ligand
HMGB2	Ligand
IFNK	Ligand
IFNL4	Ligand
IGF2	Ligand
IL12A	Ligand
IL15	Ligand
IL16	Ligand
IL18	Ligand
IL19	Ligand
IL1A	Ligand
IL1B	Ligand
IL1F10	Ligand
IL33	Ligand
IL36A	Ligand
IL36B	Ligand
IL36G	Ligand
IL36RN	Ligand
IL37	Ligand
KITLG	Ligand
LTB	Ligand
MIF	Ligand
NAMPT	Ligand
NRG1	Ligand
S100A12	Ligand
S100A13	Ligand
S100A14	Ligand
S100A4	Ligand
S100A7	Ligand
S100A8	Ligand
S100A9	Ligand
S100P	Ligand
SECTM1	Ligand
SLIT2	Ligand
SPX	Ligand
TDGF1	Ligand
TGFA	Ligand
THNSL2	Ligand
TNF	Ligand
TNFSF10	Ligand
TNFSF13	Ligand
TNFSF13B	Ligand
TNFSF14	Ligand
TNFSF18	Ligand
TNFSF4	Ligand
TNFSF8	Ligand
TNFSF9	Ligand
TXLNA	Ligand
ULBP2	Ligand
YARS	Ligand
PXDNL	Ligand
PRSS38	Ligand
CLPSL1	Ligand
PRSS37	Ligand
CLEC18A	Ligand
PINLYP	Ligand
BTBD17	Ligand
RP11-542P2.1	Ligand
IGLON5	Ligand
OTOL1	Ligand
IGIP	Ligand
A2ML1	Ligand
CLCA1	Ligand
HMSD	Ligand
SERPINE3	Ligand
OOSP1	Ligand
ISM1	Ligand
C1QTNF9B	Ligand
PATE3	Ligand
C22orf46	Ligand
HHLA1	Ligand
ADM5	Ligand
C11orf94	Ligand
CCER2	Ligand
MASP2	Ligand
RNASET2	Ligand
MFNG	Ligand
ISLR	Ligand
LECT2	Ligand
ADAMDEC1	Ligand
DEFB4A	Ligand
DEFB4B	Ligand
PLA2G10	Ligand
RS1	Ligand
KLK10	Ligand
TREH	Ligand
PI15	Ligand
HYAL3	Ligand
ANGPTL7	Ligand
CALU	Ligand
XPNPEP2	Ligand
KLK8	Ligand
SPINK4	Ligand
CST8	Ligand
CUTA	Ligand
CTSV	Ligand
MEGF6	Ligand
ENTPD5	Ligand
CA11	Ligand
SCGB2A1	Ligand
CLEC3A	Ligand
CREG1	Ligand
FCN3	Ligand
SCRG1	Ligand
GPX5	Ligand
SERPINI2	Ligand
LYZL6	Ligand
C1QL1	Ligand
CST7	Ligand
PRSS23	Ligand
NXPH2	Ligand
NXPH4	Ligand
APOL3	Ligand
APOM	Ligand
MATN4	Ligand
VNN1	Ligand
FSTL3	Ligand
LY86	Ligand
EPPIN	Ligand
EPPIN-WFDC6	Ligand
ITGBL1	Ligand
SCGB1D1	Ligand
SCGB1D2	Ligand
AGR2	Ligand
NAPSA	Ligand
CP	Ligand
F8	Ligand
LALBA	Ligand
C1R	Ligand
HP	Ligand
HPR	Ligand
F9	Ligand
F10	Ligand
CFD	Ligand
F12	Ligand
PLAU	Ligand
PLAT	Ligand
CFB	Ligand
SPINK1	Ligand
SERPINC1	Ligand
CST4	Ligand
CST1	Ligand
APOC1	Ligand
APOC2	Ligand
C1QA	Ligand
C1QB	Ligand
C1QC	Ligand
C9	Ligand
RBP4	Ligand
AHSG	Ligand
AFP	Ligand
GC	Ligand
TF	Ligand
LTF	Ligand
HPX	Ligand
PRH1	Ligand
PRH2	Ligand
PRB2	Ligand
SMR3B	Ligand
BGLAP	Ligand
F11	Ligand
KLKB1	Ligand
C4BPA	Ligand
PROC	Ligand
ALDOA	Ligand
CLPS	Ligand
LCAT	Ligand
A1BG	Ligand
SHBG	Ligand
SEMG1	Ligand
PRB1	Ligand
AMY1A	Ligand
AMY1B	Ligand
AMY1C	Ligand
AMY2A	Ligand
APOD	Ligand
SERPINB2	Ligand
SERPINA5	Ligand
SERPING1	Ligand
F13B	Ligand
SCG5	Ligand
SERPINA7	Ligand
SERPIND1	Ligand
CSN2	Ligand
BCHE	Ligand
GSN	Ligand
C2	Ligand
APOA4	Ligand
KLK1	Ligand
LIPF	Ligand
P4HB	Ligand
KLK3	Ligand
C8A	Ligand
C8B	Ligand
C8G	Ligand
PRSS1	Ligand
CSN3	Ligand
CTSL	Ligand
SFTPB	Ligand
RNASE1	Ligand
MSMB	Ligand
SERPINA6	Ligand
CELA2A	Ligand
CELA2B	Ligand
ELANE	Ligand
CFH	Ligand
SERPINF2	Ligand
IGFBP1	Ligand
DBH	Ligand
CST2	Ligand
PAEP	Ligand
CTSH	Ligand
C1S	Ligand
C4A	Ligand
C4B	Ligand
NPS	Ligand
SPINK8	Ligand
PATE4	Ligand
CFC1B	Ligand
CFC1	Ligand
MTRNR2L9	Ligand
PGA4	Ligand
PGA3	Ligand
PGA5	Ligand
SAA2	Ligand
SRGN	Ligand
RNASE2	Ligand
PRB4	Ligand
ACR	Ligand
C7	Ligand
CHGA	Ligand
TFPI	Ligand
LIPC	Ligand
PSG1	Ligand
PSG2	Ligand
CETP	Ligand
SCGB1A1	Ligand
F5	Ligand
PIP	Ligand
GZMA	Ligand
RNASE3	Ligand
DEFA4	Ligand
C6	Ligand
PRG2	Ligand
PRF1	Ligand
PLA2G2A	Ligand
CPA1	Ligand
CPB1	Ligand
CPA3	Ligand
CPN1	Ligand
HTN1	Ligand
HTN3	Ligand
ST6GAL1	Ligand
PNLIP	Ligand
DPEP1	Ligand
PCSK2	Ligand
CRISP2	Ligand
CTRB1	Ligand
IGFBP3	Ligand
IGFBP2	Ligand
ITIH2	Ligand
ITIH1	Ligand
CEL	Ligand
FST	Ligand
AMY2B	Ligand
TCN1	Ligand
TCN2	Ligand
PGC	Ligand
SPINK2	Ligand
AZU1	Ligand
PZP	Ligand
C4BPB	Ligand
IBSP	Ligand
LPO	Ligand
GPX3	Ligand
IGFBP4	Ligand
GNLY	Ligand
CPN2	Ligand
PROZ	Ligand
CES1	Ligand
CA6	Ligand
CBLN1	Ligand
IGFBP6	Ligand
DNASE1	Ligand
AZGP1	Ligand
PTX3	Ligand
MST1	Ligand
GIF	Ligand
AOAH	Ligand
CST5	Ligand
PCSK1	Ligand
SERPINA4	Ligand
LCN1	Ligand
RNASE4	Ligand
PRSS3	Ligand
SAA4	Ligand
CFHR2	Ligand
PLA2G5	Ligand
CTRL	Ligand
PTGDS	Ligand
NBL1	Ligand
BTD	Ligand
AFM	Ligand
CSN1S1	Ligand
NPTX2	Ligand
CPA2	Ligand
REG1B	Ligand
MASP1	Ligand
SPINT3	Ligand
THBS3	Ligand
RARRES1	Ligand
KLK7	Ligand
GZMK	Ligand
CAMP	Ligand
PPT1	Ligand
GZMM	Ligand
CRISP1	Ligand
PNLIPRP1	Ligand
PLTP	Ligand
CTSW	Ligand
EDDM3B	Ligand
SPINK7	Ligand
GPX6	Ligand
BPIFB3	Ligand
BPIFB4	Ligand
DEFB131	Ligand
DEFB1	Ligand
RNASE9	Ligand
C1QTNF8	Ligand
KRTDAP	Ligand
LYZ	Ligand
B2M	Ligand
NPC2	Ligand
LCN6	Ligand
SRPX	Ligand
LCN2	Ligand
DEFB103A	Ligand
DEFB103B	Ligand
DCD	Ligand
HTRA4	Ligand
HTRA3	Ligand
TNFAIP6	Ligand
MUC5AC	Ligand
PSG4	Ligand
PSG6	Ligand
CTBS	Ligand
DEFA5	Ligand
DEFA6	Ligand
PLGLB1	Ligand
PLGLB2	Ligand
SEMG2	Ligand
OC90	Ligand
CFHR3	Ligand
CFHR1	Ligand
PRB3	Ligand
HGFAC	Ligand
ITIH3	Ligand
REG3A	Ligand
BSPH1	Ligand
SPAG11B	Ligand
FGL1	Ligand
C17orf67	Ligand
GALNT2	Ligand
ST3GAL1	Ligand
HYAL1	Ligand
FSTL1	Ligand
OVGP1	Ligand
PLA2G7	Ligand
SPP2	Ligand
PRDX4	Ligand
MMRN1	Ligand
PAPPA	Ligand
CHIT1	Ligand
NOG	Ligand
FGL2	Ligand
EDDM3A	Ligand
WFDC2	Ligand
FGFBP1	Ligand
HABP2	Ligand
ITIH4	Ligand
KIAA0100	Ligand
PON2	Ligand
PSG5	Ligand
FCN2	Ligand
CDSN	Ligand
CHI3L2	Ligand
CST6	Ligand
CLUL1	Ligand
PRR4	Ligand
PSG3	Ligand
CARTPT	Ligand
GUCA2B	Ligand
QPCT	Ligand
C4orf26	Ligand
PNLIPRP3	Ligand
SPINK13	Ligand
IZUMO4	Ligand
PRSS53	Ligand
TCTN1	Ligand
CEACAM16	Ligand
DEFB136	Ligand
DEFB135	Ligand
DEFB133	Ligand
DEFB130	Ligand
DEFB116	Ligand
DEFB115	Ligand
DEFB114	Ligand
DEFB113	Ligand
DEFB110	Ligand
LEPRE1	Ligand
OTOGL	Ligand
SCGB2B2	Ligand
SVEP1	Ligand
DEFB134	Ligand
FNDC1	Ligand
PKDCC	Ligand
PLA1A	Ligand
C4orf48	Ligand
SPINK9	Ligand
ARSI	Ligand
RNASE13	Ligand
RNASE12	Ligand
RNASE10	Ligand
DEFB121	Ligand
NHLRC3	Ligand
PLAC9	Ligand
METTL24	Ligand
PLA2G2C	Ligand
SFRP5	Ligand
C10orf25	Ligand
C1orf134	Ligand
FNDC7	Ligand
C1QL3	Ligand
LIPN	Ligand
LIPK	Ligand
CDCP2	Ligand
RNLS	Ligand
LIPM	Ligand
CST9	Ligand
CES4A	Ligand
C12orf73	Ligand
DMKN	Ligand
SFRP4	Ligand
CTRB2	Ligand
PM20D1	Ligand
ISM2	Ligand
SPINK14	Ligand
LAIR2	Ligand
LCN12	Ligand
C4orf40	Ligand
FSTL4	Ligand
CES5A	Ligand
PSAPL1	Ligand
AADACL2	Ligand
C6orf58	Ligand
NOTUM	Ligand
SPAG11A	Ligand
PRSS54	Ligand
DHRS4L2	Ligand
SPINT4	Ligand
TEPP	Ligand
CBLN3	Ligand
SFTA2	Ligand
REG3G	Ligand
IGFL1	Ligand
CLPSL2	Ligand
NXPE4	Ligand
FAM180A	Ligand
C10orf99	Ligand
GLIPR1L1	Ligand
SPINK6	Ligand
SBSN	Ligand
IGFL2	Ligand
ENPP6	Ligand
ENHO	Ligand
C5orf46	Ligand
GLB1L	Ligand
LCN15	Ligand
CES3	Ligand
HHIPL2	Ligand
ARSK	Ligand
PRSS57	Ligand
OLFML1	Ligand
OLFM4	Ligand
FAM150B	Ligand
C17orf99	Ligand
FAM131A	Ligand
IGFL3	Ligand
CXCL17	Ligand
CLEC18B	Ligand
CRELD2	Ligand
PAMR1	Ligand
C2orf66	Ligand
CLEC19A	Ligand
FAM150A	Ligand
ABHD15	Ligand
ITIH6	Ligand
PATE2	Ligand
CHRDL2	Ligand
IGSF10	Ligand
SOSTDC1	Ligand
ZPBP2	Ligand
SCGB1D4	Ligand
LIPI	Ligand
C9orf47	Ligand
BRINP3	Ligand
VASH1	Ligand
STRC	Ligand
PRSS48	Ligand
OVCH1	Ligand
SSBP3-AS1	Ligand
C6orf120	Ligand
PRSS42	Ligand
FAM19A5	Ligand
FAM19A3	Ligand
FAM19A1	Ligand
HSD11B1L	Ligand
VMO1	Ligand
C1QL2	Ligand
MUC19	Ligand
DEFB132	Ligand
DEFB128	Ligand
LYG2	Ligand
PRNT	Ligand
LUZP2	Ligand
ADCK1	Ligand
SERPINA11	Ligand
OAF	Ligand
ITIH5	Ligand
FJX1	Ligand
SERPINA9	Ligand
OOSP2	Ligand
CHSY1	Ligand
GKN2	Ligand
ANGPTL5	Ligand
BAGE5	Ligand
XYLT1	Ligand
LYPD6	Ligand
C1QL4	Ligand
WFDC8	Ligand
WFDC3	Ligand
WFDC10B	Ligand
WFDC13	Ligand
CREG2	Ligand
CBLN2	Ligand
CPO	Ligand
SERPINA12	Ligand
GLB1L2	Ligand
SULF2	Ligand
SULF1	Ligand
SCUBE1	Ligand
SCUBE3	Ligand
FAM20C	Ligand
C18orf54	Ligand
PRSS58	Ligand
CPAMD8	Ligand
DEFB107A	Ligand
DEFB107B	Ligand
LGI2	Ligand
DEFB106A	Ligand
DEFB106B	Ligand
LGI4	Ligand
LGI3	Ligand
LYG1	Ligand
VWDE	Ligand
MUC20	Ligand
PRSS35	Ligand
FSTL5	Ligand
BPIFB2	Ligand
DEFB125	Ligand
DEFB123	Ligand
DEFB119	Ligand
LRRC17	Ligand
C11orf44	Ligand
C2orf69	Ligand
BMPER	Ligand
DAND5	Ligand
PDDC1	Ligand
DRAXIN	Ligand
HSD17B11	Ligand
CLEC18C	Ligand
LY6G5B	Ligand
C3orf58	Ligand
ACRBP	Ligand
LFNG	Ligand
DEFB124	Ligand
DEFB108B	Ligand
WFDC11	Ligand
PRSS33	Ligand
BPIFB6	Ligand
BPIFC	Ligand
FDCSP	Ligand
DEFB105A	Ligand
DEFB105B	Ligand
PLBD2	Ligand
CCL4L2	Ligand
OTOS	Ligand
ANGPTL6	Ligand
RNASE11	Ligand
VSTM2A	Ligand
FIBIN	Ligand
C11orf45	Ligand
MUC7	Ligand
SPATA20	Ligand
WFDC5	Ligand
AGR3	Ligand
SCGB1C1	Ligand
RNASE8	Ligand
BPIFB1	Ligand
SNED1	Ligand
WFIKKN2	Ligand
DEFB104A	Ligand
DEFB104B	Ligand
NTN5	Ligand
SRCRB4D	Ligand
MZB1	Ligand
TSPEAR	Ligand
TSKU	Ligand
FAM172A	Ligand
CYB5D2	Ligand
KIAA1199	Ligand
C1orf54	Ligand
ITLN2	Ligand
WFDC12	Ligand
LIPH	Ligand
LCN9	Ligand
IGFBPL1	Ligand
PATE1	Ligand
SCG3	Ligand
DNASE2B	Ligand
SMPDL3A	Ligand
SMPDL3B	Ligand
CFHR4	Ligand
FRZB	Ligand
GGH	Ligand
NELL1	Ligand
DNASE1L2	Ligand
KLK6	Ligand
RNASE6	Ligand
LEAP2	Ligand
C19orf10	Ligand
NXPE3	Ligand
SYAP1	Ligand
PTH2	Ligand
PTX4	Ligand
ELSPBP1	Ligand
ZG16B	Ligand
VWCE	Ligand
BPIFA2	Ligand
MUCL1	Ligand
RSPRY1	Ligand
ARSG	Ligand
IGSF21	Ligand
CPB2	Ligand
CNDP1	Ligand
SPACA7	Ligand
LYZL4	Ligand
ART5	Ligand
FAM19A4	Ligand
FAM20A	Ligand
WFIKKN1	Ligand
PRAP1	Ligand
MIA2	Ligand
DEFB118	Ligand
SCGB3A2	Ligand
SPACA5	Ligand
SPACA5B	Ligand
IL4I1	Ligand
PEBP4	Ligand
GPX7	Ligand
CPXM1	Ligand
SDF2	Ligand
LGMN	Ligand
SERPINI1	Ligand
CGREF1	Ligand
PROL1	Ligand
EGFL8	Ligand
SMR3A	Ligand
CCDC3	Ligand
BPIFA3	Ligand
PRSS27	Ligand
WFDC6	Ligand
SDF4	Ligand
FAM213A	Ligand
ERP44	Ligand
ZPBP	Ligand
PRADC1	Ligand
C12orf39	Ligand
FUCA2	Ligand
CHRDL1	Ligand
C1orf56	Ligand
BDH2	Ligand
EDEM2	Ligand
COLEC11	Ligand
CHID1	Ligand
PLA2G12B	Ligand
C1QTNF5	Ligand
C1QTNF1	Ligand
C1QTNF7	Ligand
C1QTNF3	Ligand
CFHR5	Ligand
FGFBP2	Ligand
DEFB126	Ligand
REG4	Ligand
TPSD1	Ligand
PLA2G12A	Ligand
CHIA	Ligand
BRINP2	Ligand
TWSG1	Ligand
SIRPD	Ligand
CSTL1	Ligand
SIL1	Ligand
RNASE7	Ligand
WFDC10A	Ligand
DEFB129	Ligand
DEFB127	Ligand
C2orf40	Ligand
KLK15	Ligand
CHRD	Ligand
CPVL	Ligand
R3HDML	Ligand
LIME1	Ligand
TOR3A	Ligand
RNPEP	Ligand
CST9L	Ligand
EPHX3	Ligand
CCDC134	Ligand
C12orf49	Ligand
KIR3DX1	Ligand
CXorf36	Ligand
C14orf93	Ligand
VPS37B	Ligand
SIAE	Ligand
C12orf10	Ligand
SCPEP1	Ligand
PLAC1	Ligand
GLOD4	Ligand
WFDC1	Ligand
MUC5B	Ligand
NPVF	Ligand
BPIFA1	Ligand
NGRN	Ligand
OBP2B	Ligand
SCUBE2	Ligand
SPINK5	Ligand
NIT2	Ligand
SAR1A	Ligand
MXRA5	Ligand
OTOR	Ligand
OLFML3	Ligand
GKN1	Ligand
CBLN4	Ligand
ECHDC1	Ligand
ARL8B	Ligand
OBP2A	Ligand
UGGT1	Ligand
PLA2G3	Ligand
PLA2G2E	Ligand
C1RL	Ligand
KLK14	Ligand
NTM	Ligand
DKK3	Ligand
EXTL2	Ligand
DNAJB9	Ligand
DKK4	Ligand
DKK2	Ligand
CTSF	Ligand
KLK11	Ligand
FAM198A	Ligand
FETUB	Ligand
PCYOX1	Ligand
CPA4	Ligand
PSORS1C2	Ligand
MSRA	Ligand
METRN	Ligand
GNPTG	Ligand
DBNL	Ligand
DKKL1	Ligand
KLK9	Ligand
KLK12	Ligand
KLK13	Ligand
PCOLCE2	Ligand
MGAT4A	Ligand
PLA2G2D	Ligand
MINPP1	Ligand
PSG11	Ligand
PSG8	Ligand
MAN2B2	Ligand
PRG3	Ligand
VWA7	Ligand
KLK5	Ligand
BOLA1	Ligand
C2CD2	Ligand
HYOU1	Ligand
KLK4	Ligand
WIF1	Ligand
LIPG	Ligand
RFNG	Ligand
CPQ	Ligand
TLL2	Ligand
FCGBP	Ligand
COLEC10	Ligand
MTRNR2L11	Ligand
IL1RN	Ligand
GH1	Ligand
GUSB	Ligand
IFNG	Ligand
PTH	Ligand
FGF23	Ligand
FGF17	Ligand
FGF8	Ligand
CXCL1	Ligand
OSM	Ligand
CCL21	Ligand
PRL	Ligand
CCL11	Ligand
CCL3	Ligand
CCL19	Ligand
GH2	Ligand
TFF2	Ligand
FGF19	Ligand
APOB	Ligand
PSAP	Ligand
GDF5	Ligand
GRN	Ligand
CLCF1	Ligand
EDN3	Ligand
NRTN	Ligand
IL21	Ligand
ADCYAP1	Ligand
GHRH	Ligand
IFNL2	Ligand
IFNL3	Ligand
TNFSF15	Ligand
XCL1	Ligand
CSH1	Ligand
EDN2	Ligand
FGF5	Ligand
ANXA5	Ligand
BTC	Ligand
CXCL8	Ligand
EDA	Ligand
EPGN	Ligand
EREG	Ligand
FGF12	Ligand
FGF14	Ligand
FGF16	Ligand
FGF20	Ligand
FGF6	Ligand
NRG2	Ligand
NRG3	Ligand
NRG4	Ligand
PRDX5	Ligand
S100B	Ligand
SLC9A3R1	Ligand
SNX2	Ligand
TYROBP	Ligand
VCP	Ligand
TOR1A	Ligand
PNP	Ligand
SERPINA3	Ligand
AMBP	Ligand
CTSB	Ligand
LPA	Ligand
IL8	Ligand
NME1	Ligand
KLK2	Ligand
NME2	Ligand
PTGS1	Ligand
CRHBP	Ligand
IGFBP5	Ligand
CTSS	Ligand
PON1	Ligand
HSPA13	Ligand
CYP2J2	Ligand
NME3	Ligand
PON3	Ligand
SLC25A25	Ligand
APOA1BP	Ligand
CYP2W1	Ligand
NUDT9	Ligand
LAT2	Ligand
CTSZ	Ligand
SEC14L3	Ligand
DPP7	Ligand
HPSE	Ligand
IGJ	Ligand
IL23A	Ligand
TNFSF12-TNFSF13	Ligand
CCL15-CCL14	Ligand
APITD1-CORT	Ligand
FAM65C	Ligand
FBRS	Ligand
