"ligand","receptor","file"
"IL10RB","IL12RB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL12RB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL13","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL13RA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL13RA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL15RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL16","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL17A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL17F","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL17RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL18","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL18R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL1R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL1R2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL1RAP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL20RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL21","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL22","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL22RA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL22RA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL23A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL2RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL2RB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL2RG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL3RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL4R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL5RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL6R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL6ST","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL7R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","IL9R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","KITLG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","LEPR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","LIF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","LIFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","LTA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","MPL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","OSMR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","PRLR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","THPO","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","TNF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","TNFSF10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","TXLNA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","UCN2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL10RB","UCN3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL11","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL11RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL12RB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL12RB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL13RA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL13RA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL15RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL17RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL18R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL1R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL1R2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL1RAP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL20RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL23A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL2RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL2RB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL2RG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL3RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL4R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL5RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL6R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL6ST","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL7R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","IL9R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","LEPR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","LIFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","MPL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","OSMR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","PRLR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11","SMO","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL11","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL11RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL12RB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL12RB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL13","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL17A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL17F","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL18","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL21","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL2RB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL6ST","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL11RA","IL9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","CCL3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","CCL4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","CCR5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","EBI3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","FASLG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","GZMA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IFNG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL12A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL12B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL12RB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL12RB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL13RA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL13RA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL15RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL17RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL18R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL1R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL1R2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL1RAP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL2RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL2RB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL2RG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL3RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL4R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL5RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL6R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL6ST","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL7R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL8","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","IL9R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","LEPR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","LIFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","MPL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","OSMR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","PRLR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12A","SMO","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","CCL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","CCL3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","CCL4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","CCR5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","CD3E","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","CD4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","CXCL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","CXCL9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","ERP44","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","FASLG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","GZMA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IFNG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL12A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL12B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL12RB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL12RB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL13RA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL13RA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL15RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL17RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL18R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL19","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL1R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL1R2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL1RAP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL23A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL23R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL24","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL2RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL2RB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL2RG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL3RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL4R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL5RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL6R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL6ST","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL7R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","IL9R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","ITGA3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","LEPR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","LIFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","MPL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","NR3C1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","OSMR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","PRLR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","RXRA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","SMO","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","TNF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12B","VDR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","CCL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","CCL3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","CCL4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","CCR5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","CD3E","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","CD4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","CRELD2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","CXCL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","CXCL9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","FASLG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","GZMA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IFNG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL12A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL12B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL12RB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL12RB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL13","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL13RA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL13RA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL15RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL16","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL17A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL17F","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL17RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL18","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL18R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL19","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL1R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL1R2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL1RAP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL20RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL21","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL23A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL23R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL24","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL2RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL2RB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL2RG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL3RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL4R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL5RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL6R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL6ST","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL7R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","IL9R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","ITGA3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","KITLG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","LEPR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","LIF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","LIFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","LOXL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","LTA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","MPL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","OSMR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","PRLR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","THPO","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","TNF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","TNFSF10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB1","TXLNA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","CCL3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","CCL4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","CCR5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","FASLG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","GZMA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IFNG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL12A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL12B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL12RB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL12RB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL13","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL13RA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL13RA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL15RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL16","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL17A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL17F","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL17RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL18","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL18R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL1R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL1R2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL1RAP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL20RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL21","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL23A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL2RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL2RB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL2RG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL3RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL4R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL5RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL6R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL6ST","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL7R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","IL9R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","KITLG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","LEPR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","LIF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","LIFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","LTA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","MPL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","OSMR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","PRLR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","THPO","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","TNF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","TNFSF10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL12RB2","TXLNA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL13","CCL11","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL13","CCL26","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL13","CCR7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL13","CSF2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL13","CXCL8","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"IL13","IL13RA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
