ligand	receptor	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dip_url	ligand_original	receptor_original	ligand_category	receptor_category
CXCL5	CXCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10572	P42830	P25024	ligand	receptor
PPBP	CXCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10575	P02775	P25024	ligand	receptor
IL18	NA	1	0	0	0	0	0	NA	Q14116	COMPLEX:O95256_Q13478	ligand	receptor
IL1A	NA	1	1	0	1	1	0	NA	P01583	COMPLEX:P14778_Q9NPH3	ligand	receptor
IL1A	NA	1	0	0	0	0	0	NA	P01583	COMPLEX:P27930_Q9NPH3	ligand	receptor
IL1B	NA	1	1	0	1	1	0	NA	P01584	COMPLEX:P14778_Q9NPH3	ligand	receptor
IL1B	NA	1	0	0	0	0	0	NA	P01584	COMPLEX:P27930_Q9NPH3	ligand	receptor
IL1RN	IL1R2	1	1	0	1	1	0	NA	P18510	P27930	ligand	receptor
IL36A	NA	1	0	0	0	0	0	NA	Q9UHA7	COMPLEX:Q9HB29_Q9NPH3	ligand	receptor
IL36B	NA	1	0	0	0	0	0	NA	Q9NZH7	COMPLEX:Q9HB29_Q9NPH3	ligand	receptor
IL36G	NA	1	0	0	0	0	0	NA	Q9NZH8	COMPLEX:Q9HB29_Q9NPH3	ligand	receptor
IL1F10	IL1RAPL1	1	0	0	0	0	0	NA	Q8WWZ1	Q9NZN1	ligand	receptor
IL1F10	IL1RL2	1	0	0	0	0	0	NA	Q8WWZ1	Q9HB29	ligand	receptor
IL1F10	IL1RAPL2	1	0	0	0	0	0	NA	Q8WWZ1	Q9NP60	ligand	receptor
IL1F10	SIGIRR	1	0	0	0	0	0	NA	Q8WWZ1	Q6IA17	ligand	receptor
IL33	NA	1	0	0	0	0	0	NA	O95760	COMPLEX:Q01638_Q9NPH3	ligand	receptor
IL37	NA	1	0	0	0	0	0	NA	Q9NZH6	COMPLEX:Q13478_Q6IA17	ligand	receptor
IL17A	NA	1	0	0	0	0	0	NA	Q16552	COMPLEX:Q8NAC3_Q96F46	ligand	receptor
IL17C	NA	1	0	0	0	0	0	NA	Q9P0M4	COMPLEX:Q8NFR9_Q96F46	ligand	receptor
IL17F	NA	1	0	0	0	0	0	NA	Q96PD4	COMPLEX:Q8NAC3_Q96F46	ligand	receptor
NA	CSF1R	1	0	0	0	0	0	NA	COMPLEX:P09603_Q6ZMJ4	P07333	ligand	receptor
INHBA	NA	1	0	0	0	0	0	NA	P08476	COMPLEX:P27037_P36896	ligand	receptor
INHBA	NA	1	0	0	0	0	0	NA	P08476	COMPLEX:P36896_Q13705	ligand	receptor
NA	NA	1	0	0	0	0	0	NA	COMPLEX:P08476_P09529	COMPLEX:P27037_P36896	ligand	receptor
NA	NA	1	0	0	0	0	0	NA	COMPLEX:P08476_P09529	COMPLEX:P36896_Q13705	ligand	receptor
NA	NA	1	0	0	0	0	0	NA	COMPLEX:P08476_P09529	COMPLEX:P27037_Q8NER5	ligand	receptor
NA	NA	1	0	0	0	0	0	NA	COMPLEX:P08476_P09529	COMPLEX:Q13705_Q8NER5	ligand	receptor
GDF1	NA	1	0	0	0	0	0	NA	P27539	COMPLEX:P27037_P36896	ligand	receptor
GDF1	NA	1	0	0	0	0	0	NA	P27539	COMPLEX:P36896_Q13705	ligand	receptor
GDF1	NA	1	0	0	0	0	0	NA	P27539	COMPLEX:P27037_Q8NER5	ligand	receptor
GDF1	NA	1	0	0	0	0	0	NA	P27539	COMPLEX:Q13705_Q8NER5	ligand	receptor
GDF3	NA	1	0	0	0	0	0	NA	Q9NR23	COMPLEX:P27037_P36896	ligand	receptor
GDF3	NA	1	0	0	0	0	0	NA	Q9NR23	COMPLEX:P36896_Q13705	ligand	receptor
GDF3	NA	1	0	0	0	0	0	NA	Q9NR23	COMPLEX:P27037_Q8NER5	ligand	receptor
GDF3	NA	1	0	0	0	0	0	NA	Q9NR23	COMPLEX:Q13705_Q8NER5	ligand	receptor
INHBB	NA	1	0	0	0	0	0	NA	P09529	COMPLEX:P27037_P36896	ligand	receptor
INHBB	NA	1	0	0	0	0	0	NA	P09529	COMPLEX:P36896_Q13705	ligand	receptor
INHBB	NA	1	0	0	0	0	0	NA	P09529	COMPLEX:P27037_Q8NER5	ligand	receptor
INHBB	NA	1	0	0	0	0	0	NA	P09529	COMPLEX:Q13705_Q8NER5	ligand	receptor
BMP2	NA	1	0	0	0	0	0	NA	P12643	COMPLEX:P27037_P36894	ligand	receptor
BMP2	NA	1	0	0	0	0	0	NA	P12643	COMPLEX:P36894_Q13705	ligand	receptor
BMP2	NA	1	0	0	0	0	0	NA	P12643	COMPLEX:P36894_Q13873	ligand	receptor
BMP2	NA	1	0	0	0	0	0	NA	P12643	COMPLEX:O00238_P27037	ligand	receptor
BMP2	NA	1	0	0	0	0	0	NA	P12643	COMPLEX:O00238_Q13705	ligand	receptor
BMP2	NA	1	0	0	0	0	0	NA	P12643	COMPLEX:O00238_Q13873	ligand	receptor
BMP4	NA	1	0	0	0	0	0	NA	P12644	COMPLEX:P27037_P36894	ligand	receptor
BMP4	NA	1	0	0	0	0	0	NA	P12644	COMPLEX:P36894_Q13705	ligand	receptor
BMP4	NA	1	0	0	0	0	0	NA	P12644	COMPLEX:P36894_Q13873	ligand	receptor
BMP4	NA	1	0	0	0	0	0	NA	P12644	COMPLEX:O00238_P27037	ligand	receptor
BMP4	NA	1	0	0	0	0	0	NA	P12644	COMPLEX:O00238_Q13705	ligand	receptor
BMP4	NA	1	0	0	0	0	0	NA	P12644	COMPLEX:O00238_Q13873	ligand	receptor
GDF5	NA	1	0	0	0	0	0	NA	P43026	COMPLEX:O00238_P27037	ligand	receptor
GDF5	NA	1	0	0	0	0	0	NA	P43026	COMPLEX:O00238_Q13705	ligand	receptor
GDF5	NA	1	0	0	0	0	0	NA	P43026	COMPLEX:O00238_Q13873	ligand	receptor
BMP6	NA	1	0	0	0	0	0	NA	P22004	COMPLEX:P27037_Q04771	ligand	receptor
BMP6	NA	1	0	0	0	0	0	NA	P22004	COMPLEX:Q04771_Q13705	ligand	receptor
BMP6	NA	1	0	0	0	0	0	NA	P22004	COMPLEX:Q04771_Q13873	ligand	receptor
BMP7	NA	1	0	0	0	0	0	NA	P18075	COMPLEX:P27037_Q04771	ligand	receptor
BMP7	NA	1	0	0	0	0	0	NA	P18075	COMPLEX:Q04771_Q13705	ligand	receptor
BMP7	NA	1	0	0	0	0	0	NA	P18075	COMPLEX:Q04771_Q13873	ligand	receptor
AMH	NA	1	0	0	0	0	0	NA	P03971	COMPLEX:P36894_Q16671	ligand	receptor
AMH	NA	1	0	0	0	0	0	NA	P03971	COMPLEX:Q04771_Q16671	ligand	receptor
GDF2	NA	1	0	0	0	0	0	NA	Q9UK05	COMPLEX:P27037_P37023	ligand	receptor
GDF2	NA	1	0	0	0	0	0	NA	Q9UK05	COMPLEX:P37023_Q13705	ligand	receptor
GDF2	NA	1	0	0	0	0	0	NA	Q9UK05	COMPLEX:P37023_Q13873	ligand	receptor
BMP10	NA	1	0	0	0	0	0	NA	O95393	COMPLEX:P27037_P37023	ligand	receptor
BMP10	NA	1	0	0	0	0	0	NA	O95393	COMPLEX:P37023_Q13705	ligand	receptor
BMP10	NA	1	0	0	0	0	0	NA	O95393	COMPLEX:P37023_Q13873	ligand	receptor
BMP15	NA	1	0	0	0	0	0	NA	O95972	COMPLEX:O00238_Q13873	ligand	receptor
GDF9	NA	1	0	0	0	0	0	NA	O60383	COMPLEX:O00238_Q13873	ligand	receptor
GDF11	NA	1	0	0	0	0	0	NA	O95390	COMPLEX:P27037_P36897	ligand	receptor
GDF11	NA	1	0	0	0	0	0	NA	O95390	COMPLEX:P36897_Q13705	ligand	receptor
GDF11	NA	1	0	0	0	0	0	NA	O95390	COMPLEX:P27037_P36896	ligand	receptor
GDF11	NA	1	0	0	0	0	0	NA	O95390	COMPLEX:P36896_Q13705	ligand	receptor
GDF10	NA	1	0	0	0	0	0	NA	P55107	COMPLEX:P36896_Q13705	ligand	receptor
MSTN	NA	1	0	0	0	0	0	NA	O14793	COMPLEX:P36897_Q13705	ligand	receptor
MSTN	NA	1	0	0	0	0	0	NA	O14793	COMPLEX:P36896_Q13705	ligand	receptor
NODAL	NA	1	0	0	0	0	0	NA	Q96S42	COMPLEX:P27037_P36896	ligand	receptor
NODAL	NA	1	0	0	0	0	0	NA	Q96S42	COMPLEX:P36896_Q13705	ligand	receptor
NODAL	NA	1	0	0	0	0	0	NA	Q96S42	COMPLEX:P27037_Q8NER5	ligand	receptor
NODAL	NA	1	0	0	0	0	0	NA	Q96S42	COMPLEX:Q13705_Q8NER5	ligand	receptor
NA	LTBR	1	0	0	0	0	0	NA	COMPLEX:P01374_Q06643	P36941	ligand	receptor
TNFSF10	TNFRSF11B	1	1	0	1	1	0	NA	P50591	O00300	ligand	receptor
TNFSF14	TNFRSF6B	1	1	0	1	1	0	NA	O43557	O95407	ligand	receptor
CSF2	NA	1	0	0	0	0	0	NA	P04141	COMPLEX:P15509_P32927	ligand	receptor
NA	NA	1	0	0	0	0	0	NA	COMPLEX:P29459_P29460	COMPLEX:P42701_Q99665	ligand	receptor
IL13	NA	1	0	0	0	0	0	NA	P35225	COMPLEX:P24394_P78552	ligand	receptor
IL15	NA	1	0	0	0	0	0	NA	P40933	COMPLEX:P14784_P31785_Q13261	ligand	receptor
IL2	NA	1	0	0	0	0	0	NA	P60568	COMPLEX:P01589_P14784_P31785	ligand	receptor
IL21	NA	1	0	0	0	0	0	NA	Q9HBE4	COMPLEX:P31785_Q9HBE5	ligand	receptor
NA	NA	1	0	0	0	0	0	NA	COMPLEX:P29460_Q9NPF7	COMPLEX:P42701_Q5VWK5	ligand	receptor
IL3	NA	1	0	0	0	0	0	NA	P08700	COMPLEX:P26951_P32927	ligand	receptor
IL4	NA	1	0	0	0	0	0	NA	P05112	COMPLEX:P24394_P31785	ligand	receptor
IL5	NA	1	0	0	0	0	0	NA	P05113	COMPLEX:P32927_Q01344	ligand	receptor
IL7	NA	1	0	0	0	0	0	NA	P13232	COMPLEX:P16871_P31785	ligand	receptor
TSLP	NA	1	0	0	0	0	0	NA	Q969D9	COMPLEX:P16871_Q9HC73	ligand	receptor
CTF1	NA	1	0	0	0	0	0	NA	Q16619	COMPLEX:P40189_P42702	ligand	receptor
LIF	NA	1	0	0	0	0	0	NA	P15018	COMPLEX:P40189_P42702	ligand	receptor
OSM	NA	1	0	0	0	0	0	NA	P13725	COMPLEX:P40189_Q99650	ligand	receptor
IL11	NA	1	0	0	0	0	0	NA	P20809	COMPLEX:P40189_Q14626	ligand	receptor
IL6	NA	1	0	0	0	0	0	NA	P05231	COMPLEX:P08887_P40189	ligand	receptor
IL31	NA	1	0	0	0	0	0	NA	Q6EBC2	COMPLEX:Q8NI17_Q99650	ligand	receptor
NA	IL27RA	1	0	0	0	0	0	NA	COMPLEX:Q14213_Q8NEV9	Q6UWB1	ligand	receptor
IL9	NA	1	0	0	0	0	0	NA	P15248	COMPLEX:P31785_Q01113	ligand	receptor
NA	NA	1	0	0	0	0	0	NA	COMPLEX:P29459_Q8NEV9	COMPLEX:Q6UWB1_Q99665	ligand	receptor
IFNA1	NA	1	0	0	0	0	0	NA	P01562	COMPLEX:P17181_P48551	ligand	receptor
IFNB1	NA	1	0	0	0	0	0	NA	P01574	COMPLEX:P17181_P48551	ligand	receptor
IFNG	NA	1	0	0	0	0	0	NA	P01579	COMPLEX:P15260_P38484	ligand	receptor
IFNA2	NA	1	0	0	0	0	0	NA	P01563	COMPLEX:P17181_P48551	ligand	receptor
IFNA4	NA	1	0	0	0	0	0	NA	P05014	COMPLEX:P17181_P48551	ligand	receptor
IFNA5	NA	1	0	0	0	0	0	NA	P01569	COMPLEX:P17181_P48551	ligand	receptor
IFNA6	NA	1	0	0	0	0	0	NA	P05013	COMPLEX:P17181_P48551	ligand	receptor
IFNA7	NA	1	0	0	0	0	0	NA	P01567	COMPLEX:P17181_P48551	ligand	receptor
IFNA8	NA	1	0	0	0	0	0	NA	P32881	COMPLEX:P17181_P48551	ligand	receptor
IFNA10	NA	1	0	0	0	0	0	NA	P01566	COMPLEX:P17181_P48551	ligand	receptor
IFNA14	NA	1	0	0	0	0	0	NA	P01570	COMPLEX:P17181_P48551	ligand	receptor
IFNA16	NA	1	0	0	0	0	0	NA	P05015	COMPLEX:P17181_P48551	ligand	receptor
IFNA17	NA	1	0	0	0	0	0	NA	P01571	COMPLEX:P17181_P48551	ligand	receptor
IFNA21	NA	1	0	0	0	0	0	NA	P01568	COMPLEX:P17181_P48551	ligand	receptor
IFNK	NA	1	0	0	0	0	0	NA	Q9P0W0	COMPLEX:P17181_P48551	ligand	receptor
IFNE	NA	1	0	0	0	0	0	NA	Q86WN2	COMPLEX:P17181_P48551	ligand	receptor
IFNW1	NA	1	0	0	0	0	0	NA	P05000	COMPLEX:P17181_P48551	ligand	receptor
IFNL1	NA	1	0	0	0	0	0	NA	Q8IU54	COMPLEX:Q08334_Q8IU57	ligand	receptor
IFNL3	NA	1	0	0	0	0	0	NA	Q8IZI9	COMPLEX:Q08334_Q8IU57	ligand	receptor
IL10	NA	1	1	0	1	1	0	NA	P22301	COMPLEX:Q08334_Q13651	ligand	receptor
IL19	NA	1	0	0	0	0	0	NA	Q9UHD0	COMPLEX:Q6UXL0_Q9UHF4	ligand	receptor
IL20	NA	1	0	0	0	0	0	NA	Q9NYY1	COMPLEX:Q6UXL0_Q9UHF4	ligand	receptor
IL20	NA	1	0	0	0	0	0	NA	Q9NYY1	COMPLEX:Q6UXL0_Q8N6P7	ligand	receptor
IL22	NA	1	0	0	0	0	0	NA	Q9GZX6	COMPLEX:Q6UXL0_Q8N6P7	ligand	receptor
IL24	NA	1	0	0	0	0	0	NA	Q13007	COMPLEX:Q6UXL0_Q9UHF4	ligand	receptor
IL24	NA	1	0	0	0	0	0	NA	Q13007	COMPLEX:Q6UXL0_Q8N6P7	ligand	receptor
IL26	NA	1	0	0	0	0	0	NA	Q9NPH9	COMPLEX:Q08334_Q9UHF4	ligand	receptor
NA	NA	1	0	0	0	0	0	NA	COMPLEX:O75462_Q9UBD9	COMPLEX:P26992_P40189	ligand	receptor
MIF	CXCR2	1	0	0	0	0	0	NA	P14174	P25025	ligand	receptor
MIF	CXCR4	1	0	0	0	0	0	NA	P14174	P61073	ligand	receptor
IL16	CD4	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10902	Q14005	P01730	ligand	receptor
TXLNA	STX3	1	0	0	0	0	0	NA	P40222	Q13277	ligand	receptor
TXLNA	STX4	1	0	0	0	0	0	NA	P40222	Q12846	ligand	receptor
TXLNA	STX1A	1	0	0	0	0	0	NA	P40222	Q16623	ligand	receptor
GDNF	NA	1	0	0	0	0	0	NA	P39905	COMPLEX:P07949_P56159	ligand	receptor
GDNF	NA	1	0	0	0	0	0	NA	P39905	COMPLEX:O00451_P07949	ligand	receptor
NRTN	NA	1	0	0	0	0	0	NA	Q99748	COMPLEX:P07949_P56159	ligand	receptor
NRTN	NA	1	0	0	0	0	0	NA	Q99748	COMPLEX:O00451_P07949	ligand	receptor
VEGFA	NRP1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=9872	P15692	O14786	ligand	receptor
CALCA	NA	1	0	0	0	0	0	NA	P01258	COMPLEX:O60894_Q16602	ligand	receptor
CALCA	NA	1	0	0	0	0	0	NA	P01258	COMPLEX:O60895_Q16602	ligand	receptor
CALCA	NA	1	0	0	0	0	0	NA	P01258	COMPLEX:O60896_Q16602	ligand	receptor
CD58	CD2	1	1	1	1	1	1	NA	P19256	P06729	ligand	receptor
ICAM3	CD209	1	0	0	0	0	0	NA	P32942	Q9NNX6	ligand	receptor
VCAM1	NA	1	0	0	0	0	0	NA	P19320	COMPLEX:P05556_Q13797	ligand	receptor
VTN	ITGAV	1	1	0	1	1	0	NA	P04004	P06756	ligand	receptor
VCAN	CD44	1	0	0	0	0	0	NA	P13611	P16070	ligand	receptor
SEMA7A	NA	1	0	0	0	0	0	NA	O75326	COMPLEX:P05556_P56199	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75197_Q9UP38	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75581_Q9UP38	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75197_Q9ULW2	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75581_Q9ULW2	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75197_Q14332	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75581_Q14332	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75197_Q9NPG1	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75581_Q9NPG1	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75197_Q13467	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75581_Q13467	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O60353_O75197	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O60353_O75581	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75084_O75197	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75084_O75581	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75197_Q9H461	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O75581_Q9H461	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O00144_O75197	ligand	receptor
WNT5B	NA	1	0	0	0	0	0	NA	Q9H1J7	COMPLEX:O00144_O75581	ligand	receptor
RSPO4	NA	1	0	0	0	0	0	NA	Q2I0M5	COMPLEX:O75197_Q9BXB1	ligand	receptor
RSPO4	NA	1	0	0	0	0	0	NA	Q2I0M5	COMPLEX:O75581_Q9BXB1	ligand	receptor
RSPO4	NA	1	0	0	0	0	0	NA	Q2I0M5	COMPLEX:O75197_O75473	ligand	receptor
RSPO4	NA	1	0	0	0	0	0	NA	Q2I0M5	COMPLEX:O75473_O75581	ligand	receptor
SEMA3F	PLXNA3	1	1	0	1	1	0	NA	Q13275	P51805	ligand	receptor
SEMA3F	PLXNA1	1	0	0	0	0	0	NA	Q13275	Q9UIW2	ligand	receptor
SEMA3F	NRP1	1	0	0	0	0	0	NA	Q13275	O14786	ligand	receptor
DCN	EGFR	1	0	1	1	0	1	NA	P07585	P00533	ligand	receptor
DCN	MET	1	0	0	0	0	0	NA	P07585	P08581	ligand	receptor
DCN	ERBB4	1	0	0	0	0	0	NA	P07585	Q15303	ligand	receptor
GRN	EGFR	1	0	0	0	0	0	NA	P28799	P00533	ligand	receptor
GRN	TNFRSF1B	1	0	0	0	0	0	NA	P28799	P20333	ligand	receptor
GRN	CLEC4M	1	0	0	0	0	0	NA	P28799	Q9H2X3	ligand	receptor
ICAM3	ITGAL	1	0	0	0	0	0	NA	P32942	P20701	ligand	receptor
ICAM3	ITGB2	1	1	0	1	1	0	NA	P32942	P05107	ligand	receptor
ICAM3	CLEC4M	1	0	0	0	0	0	NA	P32942	Q9H2X3	ligand	receptor
ICAM3	ITGAD	1	0	0	0	0	0	NA	P32942	Q13349	ligand	receptor
CD209	CEACAM1	1	0	0	0	0	0	NA	Q9NNX6	P13688	ligand	receptor
FGF4	NRP1	1	0	0	0	0	0	NA	P08620	O14786	ligand	receptor
NTN1	UNC5D	1	0	0	0	0	0	NA	O95631	Q6UXZ4	ligand	receptor
NTN1	UNC5B	1	1	0	1	1	0	NA	O95631	Q8IZJ1	ligand	receptor
NTN1	DCC	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=185137	O95631	P43146	ligand	receptor
NTN1	UNC5A	1	0	0	0	0	0	NA	O95631	Q6ZN44	ligand	receptor
NTN1	ADORA2B	1	0	0	0	0	0	NA	O95631	P29275	ligand	receptor
NTN1	NEO1	1	0	0	0	0	0	NA	O95631	Q92859	ligand	receptor
SCT	PTH1R	1	0	0	0	0	0	NA	P09683	Q03431	ligand	receptor
SCT	ADCYAP1R1	1	0	0	0	0	0	NA	P09683	P41586	ligand	receptor
SCT	RAMP2	1	0	0	0	0	0	NA	P09683	O60895	ligand	receptor
SCT	VIPR1	1	0	0	0	0	0	NA	P09683	P32241	ligand	receptor
SCT	RAMP3	1	0	0	0	0	0	NA	P09683	O60896	ligand	receptor
SCT	GPR20	1	0	0	0	0	0	NA	P09683	Q99678	ligand	receptor
SCT	ADRB2	1	0	0	0	0	0	NA	P09683	P07550	ligand	receptor
SCT	VIPR2	1	0	0	0	0	0	NA	P09683	P41587	ligand	receptor
SCT	ADRB3	1	0	0	0	0	0	NA	P09683	P13945	ligand	receptor
SCT	TSHR	1	0	0	0	0	0	NA	P09683	P16473	ligand	receptor
SCT	GPR84	1	0	0	0	0	0	NA	P09683	Q9NQS5	ligand	receptor
CEACAM6	EGFR	1	0	0	0	0	0	NA	P40199	P00533	ligand	receptor
EFNB1	EPHB6	1	1	0	1	1	0	NA	P98172	O15197	ligand	receptor
EFNB1	ERBB2	1	0	0	0	0	0	NA	P98172	P04626	ligand	receptor
EFNB1	EPHA4	1	0	0	0	0	0	NA	P98172	P54764	ligand	receptor
EFNB1	EPHA6	1	0	0	0	0	0	NA	P98172	Q9UF33	ligand	receptor
VCL	ITGB5	1	0	0	0	0	0	NA	P18206	P18084	ligand	receptor
VCL	ALK	1	0	0	0	0	0	NA	P18206	Q9UM73	ligand	receptor
EFNA2	EPHA10	1	0	0	0	0	0	NA	O43921	Q5JZY3	ligand	receptor
MIF	CD44	1	0	0	0	0	0	NA	P14174	P16070	ligand	receptor
MIF	EGFR	1	0	0	0	0	0	NA	P14174	P00533	ligand	receptor
LGALS1	ITGB1	1	0	0	0	0	0	NA	P09382	P05556	ligand	receptor
LGALS1	PTPRC	1	0	0	0	0	0	NA	P09382	P08575	ligand	receptor
PCSK1N	GPR171	1	0	0	0	0	0	NA	Q9UHG2	O14626	ligand	receptor
CCL22	DPP4	1	0	0	0	0	0	NA	O00626	P27487	ligand	receptor
CCL22	ACKR2	1	0	0	0	0	0	NA	O00626	O00590	ligand	receptor
CCL17	ACKR1	1	0	0	0	0	0	NA	Q92583	Q16570	ligand	receptor
CCL17	ACKR2	1	0	0	0	0	0	NA	Q92583	O00590	ligand	receptor
CCL17	CCR8	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10362	Q92583	P51685	ligand	receptor
TG	ASGR1	1	0	0	0	0	0	NA	P01266	P07306	ligand	receptor
TG	LRP2	1	0	0	0	0	0	NA	P01266	P98164	ligand	receptor
DKK4	LRP6	1	0	1	1	0	1	NA	Q9UBT3	O75581	ligand	receptor
DKK4	LRP5	1	0	1	1	0	1	NA	Q9UBT3	O75197	ligand	receptor
LHB	PTH1R	1	0	0	0	0	0	NA	P01229	Q03431	ligand	receptor
LHB	ADCYAP1R1	1	0	0	0	0	0	NA	P01229	P41586	ligand	receptor
LHB	RAMP2	1	0	0	0	0	0	NA	P01229	O60895	ligand	receptor
LHB	VIPR1	1	0	0	0	0	0	NA	P01229	P32241	ligand	receptor
LHB	RAMP3	1	0	0	0	0	0	NA	P01229	O60896	ligand	receptor
LHB	GPR20	1	0	0	0	0	0	NA	P01229	Q99678	ligand	receptor
LHB	ADRB2	1	0	0	0	0	0	NA	P01229	P07550	ligand	receptor
LHB	ADRB3	1	0	0	0	0	0	NA	P01229	P13945	ligand	receptor
LHB	TSHR	1	0	0	0	0	0	NA	P01229	P16473	ligand	receptor
LHB	GPR84	1	0	0	0	0	0	NA	P01229	Q9NQS5	ligand	receptor
AMH	EGFR	1	0	0	0	0	0	NA	P03971	P00533	ligand	receptor
RETN	GPR25	1	0	0	0	0	0	NA	Q9HD89	O00155	ligand	receptor
TGFB1	EGFR	1	1	0	1	1	0	NA	P01137	P00533	ligand	receptor
TGFB1	ITGB3	1	0	0	0	0	0	NA	P01137	P05106	ligand	receptor
TGFB1	ACVRL1	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10660	P01137	P37023	ligand	receptor
TGFB1	ITGAV	1	0	0	0	0	0	NA	P01137	P06756	ligand	receptor
TGFB1	ITGB1	1	0	0	0	0	0	NA	P01137	P05556	ligand	receptor
TGFB1	SDC2	1	0	0	0	0	0	NA	P01137	P34741	ligand	receptor
TGFB1	CXCR4	1	0	0	0	0	0	NA	P01137	P61073	ligand	receptor
TGFB1	ITGB5	1	0	0	0	0	0	NA	P01137	P18084	ligand	receptor
ICAM5	ITGAL	1	1	0	1	1	0	NA	Q9UMF0	P20701	ligand	receptor
ICAM5	ITGB2	1	1	0	1	1	0	NA	Q9UMF0	P05107	ligand	receptor
CD1D	CEACAM5	1	0	0	0	0	0	NA	P15813	P06731	ligand	receptor
COMP	ITGB1	1	1	0	1	1	0	NA	P49747	P05556	ligand	receptor
COMP	ITGB3	1	1	0	1	1	0	NA	P49747	P05106	ligand	receptor
COMP	CD36	1	1	0	1	1	0	NA	P49747	P16671	ligand	receptor
HGF	CD44	1	0	0	0	0	0	NA	P14210	P16070	ligand	receptor
HGF	SDC1	1	0	0	0	0	0	NA	P14210	P18827	ligand	receptor
HGF	ITGB1	1	0	0	0	0	0	NA	P14210	P05556	ligand	receptor
HGF	SDC2	1	0	0	0	0	0	NA	P14210	P34741	ligand	receptor
HGF	NRP1	1	0	0	0	0	0	NA	P14210	O14786	ligand	receptor
LAMB1	ITGA7	1	1	0	1	1	0	NA	P07942	Q13683	ligand	receptor
LAMB1	ITGAV	1	1	0	1	1	0	NA	P07942	P06756	ligand	receptor
LAMB1	ITGB1	1	1	0	1	1	0	NA	P07942	P05556	ligand	receptor
LAMB1	ITGA6	1	1	0	1	1	0	NA	P07942	P23229	ligand	receptor
LAMB1	ITGA1	1	1	0	1	1	0	NA	P07942	P56199	ligand	receptor
LAMB1	ITGA2	1	1	0	1	1	0	NA	P07942	P17301	ligand	receptor
NPVF	NPFFR2	1	0	0	0	0	0	NA	Q9HCQ7	Q9Y5X5	ligand	receptor
WNT3	RYK	1	1	0	1	1	0	NA	P56703	P34925	ligand	receptor
WNT3	ROR2	1	0	0	0	0	0	NA	P56703	Q01974	ligand	receptor
CCL2	CCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10455	P13500	P32246	ligand	receptor
CCL2	CCR10	1	1	0	1	1	0	NA	P13500	P46092	ligand	receptor
CCL2	ACKR1	1	0	0	0	0	0	NA	P13500	Q16570	ligand	receptor
CCL2	ACKR2	1	0	0	0	0	0	NA	P13500	O00590	ligand	receptor
CCL2	ACKR4	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10562	P13500	Q9NPB9	ligand	receptor
CCL13	ACKR1	1	0	0	0	0	0	NA	Q99616	Q16570	ligand	receptor
CCL13	ACKR2	1	1	0	1	1	0	NA	Q99616	O00590	ligand	receptor
