"id_cp_interaction","partner_a","partner_b","protein_name_a","protein_name_b","annotation_strategy","source","is_ppi","curator","reactome_complex","reactome_reaction","reactome_pathway","complexPortal_complex","comments","version","interactors","classification","directionality","modulatory_effect","ligand","receptor"
NA,"IL33","IL33_receptor","IL33_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL33-IL1RAP+IL1RL1","Signaling by Interleukin","Ligand-Receptor","","IL33","IL33_receptor"
NA,"IL34","CSF1R","IL34_HUMAN","CSF1R_HUMAN","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL34-CSF1R","Signaling by Interleukin","Ligand-Receptor","","IL34","CSF1R"
NA,"IL36A","IL36_receptor","IL36A_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL36A-IL1RAP+IL1RL2","Signaling by Interleukin","Ligand-Receptor","","IL36A","IL36_receptor"
NA,"IL36B","IL36_receptor","IL36B_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL36B-IL1RAP+IL1RL2","Signaling by Interleukin","Ligand-Receptor","","IL36B","IL36_receptor"
NA,"IL36G","IL36_receptor","IL36G_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL36G-IL1RAP+IL1RL2","Signaling by Interleukin","Ligand-Receptor","","IL36G","IL36_receptor"
NA,"IL36RN","IL36_receptor","I36RA_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL36RN-IL1RAP+IL1RL2","Signaling by Interleukin","Ligand-Receptor","","IL36RN","IL36_receptor"
NA,"IL37","IL37_receptor","IL37_HUMAN","","curated","See_paper_Nold_Petry_et_al.;2015","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL37-IL18R1+SIGIRR","Signaling by Interleukin","Ligand-Receptor","","IL37","IL37_receptor"
NA,"IL4","IL13_receptor","IL4_HUMAN","","curated","PDB:3bpn","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL4-IL13RA1+IL4R","Signaling by Interleukin","Ligand-Receptor","","IL4","IL13_receptor"
NA,"IL4","IL4_receptor","IL4_HUMAN","","curated","3qb7;PDB","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL4-IL2RG+IL4R","Signaling by Interleukin","Ligand-Receptor","","IL4","IL4_receptor"
NA,"IL5","IL5_receptor","IL5_HUMAN","","curated","3qt2;PDB_partially","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL5-CSF2RB+IL5RA","Signaling by Interleukin","Ligand-Receptor","","IL5","IL5_receptor"
NA,"IL6","IL6_receptor","IL6_HUMAN","","curated","1p9m;PDB","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL6-IL6R+IL6ST","Signaling by Interleukin","Ligand-Receptor","","IL6","IL6_receptor"
NA,"IL7","IL7_receptor","IL7_HUMAN","","curated","3di2;PDB_partially","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL7-IL2RG+IL7R","Signaling by Interleukin","Ligand-Receptor","","IL7","IL7_receptor"
NA,"IL9","IL9_receptor","IL9_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","IL9-IL2RG+IL9R","Signaling by Interleukin","Ligand-Receptor","","IL9","IL9_receptor"
NA,"RAET1E","NKG2D_II_receptor","N2DL4_HUMAN","","curated","Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","RAET1E-HCST+KLRK1","Signaling by Killer Cell Lectin Like Receptor K1","Ligand-Receptor","","RAET1E","NKG2D_II_receptor"
NA,"RAET1G","NKG2D_II_receptor","RET1G_HUMAN","","curated","Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","RAET1G-HCST+KLRK1","Signaling by Killer Cell Lectin Like Receptor K1","Ligand-Receptor","","RAET1G","NKG2D_II_receptor"
NA,"RAET1L","NKG2D_II_receptor","RET1L_HUMAN","","curated","Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577._4s0u;PDB_partially","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","RAET1L-HCST+KLRK1","Signaling by Killer Cell Lectin Like Receptor K1","Ligand-Receptor","","RAET1L","NKG2D_II_receptor"
NA,"ULBP1","NKG2D_II_receptor","N2DL1_HUMAN","","curated","Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","ULBP1-HCST+KLRK1","Signaling by Killer Cell Lectin Like Receptor K1","Ligand-Receptor","","ULBP1","NKG2D_II_receptor"
NA,"ULBP2","NKG2D_II_receptor","N2DL2_HUMAN","","curated","Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","ULBP2-HCST+KLRK1","Signaling by Killer Cell Lectin Like Receptor K1","Ligand-Receptor","","ULBP2","NKG2D_II_receptor"
NA,"ULBP3","NKG2D_II_receptor","N2DL3_HUMAN","","curated","Induces_NK_Cell_Activation;PMID:24223577;PDB:1kcg_partially","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","ULBP3-HCST+KLRK1","Signaling by Killer Cell Lectin Like Receptor K1","Ligand-Receptor","","ULBP3","NKG2D_II_receptor"
NA,"KNG1","BDKRB1","KNG1_HUMAN","BKRB1_HUMAN","curated","uniprot;reactome","True","LGarciaAlonso","R-HSA-374321","","",NA,"","CellPhoneDBcore<=4.1","KNG1-BDKRB1","Signaling by Kininogen","Ligand-Receptor","","KNG1","BDKRB1"
NA,"KNG1","BDKRB2","KNG1_HUMAN","BKRB2_HUMAN","curated","uniprot;reactome","True","LGarciaAlonso","R-HSA-374321","","",NA,"","CellPhoneDBcore<=4.1","KNG1-BDKRB2","Signaling by Kininogen","Ligand-Receptor","","KNG1","BDKRB2"
NA,"KNG1","RXFP4","KNG1_HUMAN","RL3R2_HUMAN","curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1","KNG1-RXFP4","Signaling by Kininogen","Ligand-Receptor","","KNG1","RXFP4"
NA,"LEFTY1","CRIPTO","LFTY1_HUMAN","TDGF1_HUMAN","curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","LEFTY1-TDGF1","Signaling by Left-right determination factor","Ligand-Receptor","Inhibitory","LEFTY1","CRIPTO"
NA,"LEFTY2","CRIPTO","LFTY2_HUMAN","TDGF1_HUMAN","curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","LEFTY2-TDGF1","Signaling by Left-right determination factor","Ligand-Receptor","Inhibitory","LEFTY2","CRIPTO"
NA,"CLEC2A","KLRF2","CLC2A_HUMAN","KLRF2_HUMAN","curated","Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","CLEC2A-KLRF2","Signaling by Leptin","Ligand-Receptor","","CLEC2A","KLRF2"
NA,"CLEC2B","KLRF1","CLC2B_HUMAN","KLRF1_HUMAN","curated","Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","CLEC2B-KLRF1","Signaling by Leptin","Ligand-Receptor","","CLEC2B","KLRF1"
NA,"LRRC4B","PTPRD","LRC4B_HUMAN","PTPRD_HUMAN","curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRC4B-PTPRD","Signaling by Leucine Rich Repeat And Fibronectin","Ligand-Receptor","","LRRC4B","PTPRD"
NA,"LRRC4B","PTPRF","LRC4B_HUMAN","PTPRF_HUMAN","curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRC4B-PTPRF","Signaling by Leucine Rich Repeat And Fibronectin","Ligand-Receptor","","LRRC4B","PTPRF"
NA,"LRRC4B","PTPRS","LRC4B_HUMAN","PTPRS_HUMAN","curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRC4B-PTPRS","Signaling by Leucine Rich Repeat And Fibronectin","Ligand-Receptor","","LRRC4B","PTPRS"
NA,"LRRC4C","PTPRF","LRC4C_HUMAN","PTPRF_HUMAN","curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRC4C-PTPRF","Signaling by Leucine Rich Repeat And Fibronectin","Ligand-Receptor","","LRRC4C","PTPRF"
NA,"LRFN4","PTPRD","LRFN4_HUMAN","PTPRD_HUMAN","curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRFN4-PTPRD","Signaling by Leucine Rich Repeat And Fibronectin","Ligand-Receptor","","LRFN4","PTPRD"
NA,"LRFN4","PTPRF","LRFN4_HUMAN","PTPRF_HUMAN","curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRFN4-PTPRF","Signaling by Leucine Rich Repeat And Fibronectin","Ligand-Receptor","","LRFN4","PTPRF"
NA,"LRFN4","PTPRS","LRFN4_HUMAN","PTPRS_HUMAN","curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRFN4-PTPRS","Signaling by Leucine Rich Repeat And Fibronectin","Ligand-Receptor","","LRFN4","PTPRS"
NA,"LRFN5","PTPRD","LRFN5_HUMAN","PTPRD_HUMAN","curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRFN5-PTPRD","Signaling by Leucine Rich Repeat And Fibronectin","Ligand-Receptor","","LRFN5","PTPRD"
NA,"LRFN5","PTPRF","LRFN5_HUMAN","PTPRF_HUMAN","curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRFN5-PTPRF","Signaling by Leucine Rich Repeat And Fibronectin","Ligand-Receptor","","LRFN5","PTPRF"
NA,"LRFN5","PTPRS","LRFN5_HUMAN","PTPRS_HUMAN","curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRFN5-PTPRS","Signaling by Leucine Rich Repeat And Fibronectin","Ligand-Receptor","","LRFN5","PTPRS"
NA,"LRRTM1","NRXN1","LRRT1_HUMAN","NRX1A_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM1-NRXN1","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM1","NRXN1"
NA,"LRRTM1","NRXN2","LRRT1_HUMAN","NRX2B_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM1-NRXN2","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM1","NRXN2"
NA,"LRRTM1","NRXN3","LRRT1_HUMAN","NRX3B_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM1-NRXN3","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM1","NRXN3"
NA,"LRRTM2","NRXN1","LRRT2_HUMAN","NRX1A_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM2-NRXN1","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM2","NRXN1"
NA,"LRRTM2","NRXN2","LRRT2_HUMAN","NRX2B_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM2-NRXN2","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM2","NRXN2"
NA,"LRRTM2","NRXN3","LRRT2_HUMAN","NRX3B_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM2-NRXN3","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM2","NRXN3"
NA,"LRRTM3","NRXN1","LRRT3_HUMAN","NRX1A_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM3-NRXN1","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM3","NRXN1"
NA,"LRRTM3","NRXN2","LRRT3_HUMAN","NRX2B_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM3-NRXN2","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM3","NRXN2"
NA,"LRRTM3","NRXN3","LRRT3_HUMAN","NRX3B_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM3-NRXN3","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM3","NRXN3"
NA,"LRRTM4","NRXN1","LRRT4_HUMAN","NRX1A_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM4-NRXN1","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM4","NRXN1"
NA,"LRRTM4","NRXN2","LRRT4_HUMAN","NRX2B_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM4-NRXN2","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM4","NRXN2"
NA,"LRRTM4","NRXN3","LRRT4_HUMAN","NRX3B_HUMAN","curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM4-NRXN3","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM4","NRXN3"
NA,"LRRTM4","PTPRS","LRRT4_HUMAN","PTPRS_HUMAN","curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LRRTM4-PTPRS","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","LRRTM4","PTPRS"
NA,"NCAM1","AGRN","NCAM1_HUMAN","AGRIN_HUMAN","curated","reactome","True","LGarciaAlonso","","R-HSA-2467659","",NA,"","CellPhoneDBcore<=4.1","NCAM1-AGRN","Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein","Ligand-Receptor","","NCAM1","AGRN"
NA,"LeukotrieneE4_byDPEP1","CYSLTR1","","CLTR1_HUMAN","curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-391943","",NA,"","CellPhoneDBcore<=4.1","DPEP1-CYSLTR1","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneE4_byDPEP1","CYSLTR1"
NA,"LeukotrieneE4_byDPEP1","CYSLTR2","","CLTR2_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","DPEP1-CYSLTR2","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneE4_byDPEP1","CYSLTR2"
NA,"LeukotrieneE4_byDPEP2","CYSLTR1","","CLTR1_HUMAN","curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-391943","",NA,"","CellPhoneDBcore<=4.1","DPEP2-CYSLTR1","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneE4_byDPEP2","CYSLTR1"
NA,"LeukotrieneE4_byDPEP2","CYSLTR2","","CLTR2_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","DPEP2-CYSLTR2","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneE4_byDPEP2","CYSLTR2"
NA,"LeukotrieneE4_byDPEP3","CYSLTR1","","CLTR1_HUMAN","curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-391943","",NA,"","CellPhoneDBcore<=4.1","DPEP3-CYSLTR1","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneE4_byDPEP3","CYSLTR1"
NA,"LeukotrieneE4_byDPEP3","CYSLTR2","","CLTR2_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","DPEP3-CYSLTR2","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneE4_byDPEP3","CYSLTR2"
NA,"LTD4_byGGT1","CYSLTR1","","CLTR1_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GGT1-CYSLTR1","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LTD4_byGGT1","CYSLTR1"
NA,"LTD4_byGGT1","CYSLTR2","","CLTR2_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GGT1-CYSLTR2","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LTD4_byGGT1","CYSLTR2"
NA,"LeukotrieneD4_byGGT1","CYSLTR1","","CLTR1_HUMAN","curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-391943","",NA,"","CellPhoneDBcore<=4.1","GGT1+GGT5-CYSLTR1","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneD4_byGGT1","CYSLTR1"
NA,"LeukotrieneD4_byGGT1","CYSLTR2","","CLTR2_HUMAN","curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-391943","",NA,"","CellPhoneDBcore<=4.1","GGT1+GGT5-CYSLTR2","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneD4_byGGT1","CYSLTR2"
NA,"LeukotrieneD4_byGGT1","GPR17","","GPR17_HUMAN","curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-391937","",NA,"","CellPhoneDBcore<=4.1","GGT1+GGT5-GPR17","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneD4_byGGT1","GPR17"
NA,"LeukotrieneB4_byLTA4H","GPR17","","GPR17_HUMAN","curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-391937","",NA,"","CellPhoneDBcore<=4.1","LTA4H-GPR17","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneB4_byLTA4H","GPR17"
NA,"LeukotrieneB4_byLTA4H","LTB4R","","LT4R1_HUMAN","curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-391941","",NA,"","CellPhoneDBcore<=4.1","LTA4H-LTB4R","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneB4_byLTA4H","LTB4R"
NA,"LeukotrieneB4_byLTA4H","LTB4R2","","LT4R2_HUMAN","curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-391941","",NA,"","CellPhoneDBcore<=4.1","LTA4H-LTB4R2","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneB4_byLTA4H","LTB4R2"
NA,"LTB","LTBR","TNFC_HUMAN","TNR3_HUMAN","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","LTB-LTBR","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LTB","LTBR"
NA,"LTC4_byLTC4S","CYSLTR1","","CLTR1_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","LTC4S-CYSLTR1","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LTC4_byLTC4S","CYSLTR1"
NA,"LTC4_byLTC4S","CYSLTR2","","CLTR2_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","LTC4S-CYSLTR2","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LTC4_byLTC4S","CYSLTR2"
NA,"12oxoLeukotrieneB4_byPTGR1","LTB4R","","LT4R1_HUMAN","curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","R-HSA-416435","R-HSA-391941","",NA,"","CellPhoneDBcore<=4.1","PTGR1-LTB4R","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","12oxoLeukotrieneB4_byPTGR1","LTB4R"
NA,"12oxoLeukotrieneB4_byPTGR1","LTB4R2","","LT4R2_HUMAN","curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","R-HSA-416435","R-HSA-391941","",NA,"","CellPhoneDBcore<=4.1","PTGR1-LTB4R2","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","12oxoLeukotrieneB4_byPTGR1","LTB4R2"
NA,"LipoxinA4_byALOX12","CYSLTR1","","CLTR1_HUMAN","curated","HMRbase","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1","ALOX12-CYSLTR1","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LipoxinA4_byALOX12","CYSLTR1"
NA,"LipoxinA4_byALOX12","FPR2","","FPR2_HUMAN","curated","HMRbase;uniprot","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1","ALOX12-FPR2","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LipoxinA4_byALOX12","FPR2"
NA,"LeukotrieneC4_byLTC4S","CYSLTR1","","CLTR1_HUMAN","curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-391943","",NA,"","CellPhoneDBcore<=4.1","ALOX5+ALOX5AP+LTC4S-CYSLTR1","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneC4_byLTC4S","CYSLTR1"
NA,"LipoxinA4_byALOX5","CYSLTR1","","CLTR1_HUMAN","curated","HMRbase","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1","ALOX5+ALOX5AP+LTC4S-CYSLTR1","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LipoxinA4_byALOX5","CYSLTR1"
NA,"LeukotrieneC4_byLTC4S","CYSLTR2","","CLTR2_HUMAN","curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-391943","",NA,"","CellPhoneDBcore<=4.1","ALOX5+ALOX5AP+LTC4S-CYSLTR2","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneC4_byLTC4S","CYSLTR2"
NA,"LipoxinA4_byALOX5","FPR2","","FPR2_HUMAN","curated","HMRbase;uniprot","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1","ALOX5+ALOX5AP+LTC4S-FPR2","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LipoxinA4_byALOX5","FPR2"
NA,"LeukotrieneC4_byLTC4S","GPR17","","GPR17_HUMAN","curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-391937","",NA,"","CellPhoneDBcore<=4.1","ALOX5+ALOX5AP+LTC4S-GPR17","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","LeukotrieneC4_byLTC4S","GPR17"
NA,"5SHpETE_byALOX5","OXER1","","OXER1_HUMAN","curated","HMRbase;uniprot","False","LGarciaAlonso","","R-HSA-391905","",NA,"","CellPhoneDBcore<=4.1","ALOX5+ALOX5AP+LTC4S-OXER1","Signaling by Lipoxin/Leukotriene","Ligand-Receptor","","5SHpETE_byALOX5","OXER1"
NA,"XCL1","XCR1","XCL1_HUMAN","XCR1_HUMAN","curated","PMID:24218476","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","XCL1-XCR1","Signaling by Lymphotactin","Ligand-Receptor","","XCL1","XCR1"
NA,"XCL2","XCR1","XCL2_HUMAN","XCR1_HUMAN","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","XCL2-XCR1","Signaling by Lymphotactin","Ligand-Receptor","","XCL2","XCR1"
NA,"LPAR1","ADGRE5","LPAR1_HUMAN","CD97_HUMAN","curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LPAR1-ADGRE5","Signaling by Lysophosphatidic acid receptor","Receptor-Receptor","","LPAR1","ADGRE5"
NA,"LPAR2","ADGRE5","LPAR2_HUMAN","CD97_HUMAN","curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LPAR2-ADGRE5","Signaling by Lysophosphatidic acid receptor","Receptor-Receptor","","LPAR2","ADGRE5"
NA,"LPAR3","ADGRE5","LPAR3_HUMAN","CD97_HUMAN","curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","LPAR3-ADGRE5","Signaling by Lysophosphatidic acid receptor","Receptor-Receptor","","LPAR3","ADGRE5"
NA,"Melatonin_byASMT","MTNR1A","","MTR1A_HUMAN","curated","uniprot;reactome","False","LGarciaAlonso","R-HSA-419365","R-HSA-419334","",NA,"","CellPhoneDBcore<=4.1","ASMT-MTNR1A","Signaling by Melatonin","Ligand-Receptor","","Melatonin_byASMT","MTNR1A"
NA,"Melatonin_byASMT","MTNR1B","","MTR1B_HUMAN","curated","uniprot;reactome","False","LGarciaAlonso","R-HSA-419365","R-HSA-419334","",NA,"","CellPhoneDBcore<=4.1","ASMT-MTNR1B","Signaling by Melatonin","Ligand-Receptor","","Melatonin_byASMT","MTNR1B"
NA,"MDK","ALK","MK_HUMAN","ALK_HUMAN","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","MDK-ALK","Signaling by Midkine","Ligand-Receptor","","MDK","ALK"
NA,"MDK","PTPRZ1","MK_HUMAN","PTPRZ_HUMAN","curated","PMID:10212223","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","MDK-PTPRZ1","Signaling by Midkine","Ligand-Receptor","","MDK","PTPRZ1"
NA,"AMH","MIS_receptor_3","MIS_HUMAN","","curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","AMH-ACVR1+AMHR2","Signaling by Muellerian-inhibiting factor","Ligand-Receptor","","AMH","MIS_receptor_3"
NA,"AMH","MIS_receptor_1","MIS_HUMAN","","curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","AMH-AMHR2+BMPR1A","Signaling by Muellerian-inhibiting factor","Ligand-Receptor","","AMH","MIS_receptor_1"
NA,"AMH","MIS_receptor_2","MIS_HUMAN","","curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","AMH-AMHR2+BMPR1B","Signaling by Muellerian-inhibiting factor","Ligand-Receptor","","AMH","MIS_receptor_2"
NA,"NECTIN2","TIGIT","PVRL2_HUMAN","TIGIT_HUMAN","curated","PMID:1313846;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","NECTIN2-TIGIT","Signaling by Nectin","Ligand-Receptor","","NECTIN2","TIGIT"
NA,"NECTIN3","PVR","PVRL3_HUMAN","PVR_HUMAN","curated","PMID:19011627;PMID:12740392","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","NECTIN3-PVR","Signaling by Nectin","Ligand-Receptor","","NECTIN3","PVR"
NA,"NECTIN3","TIGIT","PVRL3_HUMAN","TIGIT_HUMAN","curated","PMID:1313846","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","NECTIN3-TIGIT","Signaling by Nectin","Ligand-Receptor","","NECTIN3","TIGIT"
