"","Q1_TCH","Q2_ZWB","Q3_WJH","Q5_JYJ","Q9_CT","Q11_CCH","Q14_SZF","Q16_CJQ","Q17_CGS","Q20_BXX","Q32_LJM","Q33_JYH"
"P19823",19.5050213575267,18.8927968389455,18.9961687573425,18.6346912276341,17.9241365136618,18.6804836941805,18.3547086879669,18.9097793808423,18.2210037591122,18.8345274325823,18.7554805311629,18.4420008425865
"P19827",16.0423926055855,16.058625440448,16.7361288691515,16.7520918667002,16.8730716459662,16.6140370487792,16.1391898189434,16.9608414425459,17.4729191110679,17.0965876699808,16.233736557253,15.5686794903912
"P19971",19.4901123123563,NA,NA,19.0723915375634,15.2224773613845,NA,NA,NA,NA,NA,NA,NA
"P20062",NA,NA,NA,17.4998368446622,18.3801574004921,NA,NA,NA,18.4354976735003,NA,NA,NA
"P20742",17.6977699951678,18.0805770922871,17.4523891473229,16.3568493537482,16.8920710617556,17.3812400891885,16.446218673769,16.9237130915555,16.0678899647615,16.2507931426394,16.7830854915182,16.7774754184342
"P20848",22.8174627795415,22.1998879408252,NA,19.8378054717395,20.669353585988,21.2708470757336,21.4926977327002,21.269779232015,NA,21.0209628201209,20.932476318226,NA
"P20851",18.1133247717088,18.718678883852,18.9891059595347,17.9820310139036,18.789565891302,19.1768828836552,19.1390612826355,18.9956252611024,19.0343767911891,18.7661468619288,18.3342904755877,18.2203389886267
"P20908",NA,NA,NA,14.7396291882579,NA,NA,NA,NA,NA,NA,16.8087676182623,16.6556549686074
"P20930",NA,NA,15.7797854841565,15.3571044911899,NA,NA,16.2288785920833,16.0932836004545,15.0682832674984,NA,15.3047082903779,16.1491390967546
"P21291",NA,NA,NA,14.9468146373948,NA,NA,NA,NA,NA,19.0578377200547,19.8712756911207,NA
"P21333",14.5196715600042,15.2972381143448,15.6516794458107,15.3458022244501,14.9448730982674,15.2579684647007,16.2607269003227,16.1269297166813,15.4800515752572,18.8242071643204,18.3412102055021,17.4291346711656
"P21583",NA,NA,15.7542668682725,12.8327936811152,16.0811984313347,NA,NA,15.3916131803903,15.7471190312972,15.9782778632647,NA,NA
"P21695",NA,17.4153446947894,14.4108901468612,14.9666318149381,NA,NA,NA,NA,NA,NA,NA,16.6289944128017
"P21926",NA,NA,NA,17.3814583024889,NA,NA,16.7878625206014,16.0323756489394,NA,NA,NA,NA
"P22105",17.5342066524007,16.6936492769061,18.0929822142414,16.4403421005672,16.9373169946877,17.6312661439774,17.5670973666316,17.9119480441218,17.5804644312362,17.5077623551095,17.1049954444242,16.300321641787
"P22314",NA,NA,NA,19.2630119741523,NA,19.5001645636813,NA,NA,NA,NA,19.6784788636592,NA
"P22352",NA,13.8853343613969,15.1166355600178,13.5991610643765,15.0624521966093,16.4749123100652,13.1193574643703,NA,14.8674556449839,14.196592584343,13.2584448279394,16.1766391937451
"P22692",16.2754305897839,15.2294009094125,16.0947012443252,17.7077424541742,15.0949074953676,NA,18.1517328591524,14.7230244001973,15.5713446017856,NA,16.7461117607539,NA
"P22792",20.4572609042819,19.6261914268472,19.1478458662852,17.4594659310369,19.7678958409156,18.630851034409,18.8615708440402,19.9541492609599,20.065330063326,20.3782432704092,17.8322313565917,20.4576210906803
"P22891",17.7587192899533,19.0341290674249,18.6646847533262,17.928990652588,18.1171431820267,17.6784349060178,17.801392873132,16.3458696939911,17.5919638239408,17.5120178651793,18.6671015984314,14.4920316282619
"P22897",15.4233414346394,13.3722850169061,NA,17.2135959925677,15.484723080595,16.3112471503222,13.781437736424,NA,NA,12.8791033975524,15.3479320264084,14.1257908118287
"P23083",NA,NA,14.778517075111,13.5114116163949,NA,15.9312579725902,NA,NA,14.2215988748005,NA,14.7847594056005,15.0518018008545
"P23142",19.8263664237907,19.0190680384091,18.3426862668962,19.18696576253,19.3056719964389,18.5292230513496,19.1334929407204,18.8452971577827,17.5497418720061,19.317336136979,18.2972318217019,18.7802017886563
"P23378",NA,NA,NA,17.5475962274035,NA,NA,NA,16.8207565377272,NA,16.2754106846172,NA,NA
"P23468",NA,16.8296734554846,NA,17.0139440993319,NA,16.2468738630185,NA,16.5036938055204,NA,NA,NA,NA
"P23470",18.060261172965,18.234796366958,18.1660515574925,16.9204072249269,17.5708424780302,17.4779069806623,18.346344876466,18.0959094303671,17.7283947068956,17.765092767877,18.2274772936236,17.4014750013305
"P23528",18.6096559639443,16.3752571337681,16.2783311304699,16.6959936928514,15.750324707358,17.1534870654391,16.8369146737753,16.5105220412405,16.2554093209695,18.2673102392366,18.3581812400342,17.9390570793735
"P24043",NA,15.3998330020207,16.2649807700526,16.1468069467703,14.4078968491667,NA,NA,NA,15.5640110726625,NA,NA,13.9779162235353
"P24593",19.29926854896,18.131894770191,17.0115323390722,16.7437123673939,17.0509618058728,16.7970084265539,18.3321646750545,18.0821995297359,16.1610465819305,18.2504638256755,16.5407231586705,NA
"P24821",16.9547294458418,17.4382295735119,17.5961090104044,15.6113909749431,16.5122427858654,16.3285511894494,16.2746086712431,16.8328653675778,16.5743593921136,16.1184170154518,16.5444973493067,17.7336244947768
"P25311",19.6719287710604,18.4229955549484,18.343243066326,19.4099662091445,18.5010398550689,18.4950173740859,19.148971839103,18.8268115108581,18.973718291778,18.4643742465246,18.642039310549,18.5315275526553
"P25705",NA,NA,17.072322795719,16.9770966953725,18.0984567308689,NA,NA,NA,17.5598169137866,NA,NA,NA
"P25774",NA,NA,NA,17.6647335069141,NA,15.9067447087538,NA,17.8644883734809,NA,NA,17.9469708738571,NA
"P25788",NA,NA,NA,16.4681606783283,15.0974721937984,NA,15.1850936128563,NA,NA,NA,NA,NA
"P26038",NA,NA,NA,17.2706393206919,NA,NA,NA,NA,NA,20.4523071503625,19.3459583264129,18.7816372403774
"P26447",NA,NA,14.8344905014848,14.5439182821721,16.6407759425279,15.3795543536035,NA,NA,16.0309334673559,16.797355340481,16.0794925721662,17.2674596972007
"P26927",12.4865847684586,NA,13.4083199737462,16.8491436488012,13.0918473379247,15.859965370842,16.2275830278034,14.3171965693057,17.8996277884931,14.8006799003918,13.8761365506872,15.651522743472
"P27169",17.9351577343367,17.8386287082154,17.8656207928618,17.1412155744098,18.2422733716765,16.9636674958327,17.6280483553703,17.4850055466613,17.4573827011437,18.4172099276074,17.8898672430865,17.0772315586355
"P27348",NA,NA,NA,16.350056929084,NA,16.2874701154177,16.2480048970279,NA,NA,NA,NA,NA
"P27487",NA,17.7518562335957,17.9961246931488,16.4946727770436,15.7885790152389,17.2429345961486,NA,16.5684932014161,16.7239661905299,17.4017984021879,NA,NA
"P27824",NA,16.7451308638137,15.9371893057756,16.164924817214,NA,NA,16.1778466331419,NA,NA,NA,NA,NA
"P27918",18.9390001963723,16.9024887799125,16.9432794559227,17.6794551114312,16.9280634803365,16.2695734276567,18.3257015299132,17.5453959406063,17.416457821346,17.1389047660186,17.714727700198,16.7698046783603
"P28066",NA,15.6791385489226,15.1794954562685,14.8471338974293,14.0897204646981,16.1228196428663,NA,NA,NA,NA,NA,16.0923431282434
"P28074",NA,15.8685624688782,14.6025006428599,16.6855571247913,NA,NA,NA,NA,NA,NA,NA,NA
"P28370",NA,NA,NA,15.0204986267478,15.5006655031199,NA,NA,NA,NA,NA,15.9642095537999,NA
"P28827",NA,NA,17.714410212051,16.6041092708253,NA,NA,NA,16.4441919684564,NA,NA,NA,NA
"P29508",NA,NA,NA,18.465488379864,NA,NA,14.5324656331957,NA,16.3341527034325,NA,NA,NA
"P29622",14.99795583409,16.4053233070087,15.7975791868647,15.8787359720617,15.8411851711477,16.7478219104364,15.1674461219642,15.3338014666489,16.2145570463646,16.4087990973621,15.3267475219735,15.089811329971
"P30101",17.9180737265908,16.2267950304326,15.9430628857514,16.4502706122832,16.3950562064909,15.3945274316306,17.758959302408,16.4565907920781,15.3116106305908,16.9104586752501,16.3208090593476,18.0741729713106
"P30530",NA,NA,19.0150702982,17.1572508291049,NA,NA,NA,NA,18.4409644900159,NA,NA,NA
"P30990",NA,NA,16.9760867735615,16.1191761713281,NA,16.8613593859744,NA,NA,NA,16.6606269498115,NA,NA
"P31146",19.2588165137618,18.3701099362733,17.687505786364,18.3764871600696,17.9801405043728,18.2169774500681,18.4563294846423,19.3486567971285,18.5661298550699,21.0542451516296,20.5763251941368,18.026670727097
"P31944",NA,16.0271783345164,15.9750194486911,16.4407009148443,NA,16.4359979279116,16.224527872526,15.3749401892101,15.5012309502982,NA,16.6218893703461,NA
"P32004",19.2964070752172,NA,17.5571567105612,18.0628415118119,17.8254245900091,17.8472153264881,18.2546909777818,18.1653773449378,17.6749682470968,17.6189592895505,18.7214665356403,18.2636274870813
"P32119",17.6064790785679,18.1556972961495,18.1083087719128,15.8366067061322,17.9512377761431,18.2022877984169,17.0328384792063,16.9686174582428,16.8464655764115,18.3812047816938,15.9902659718423,15.9896641395653
"P32942",20.6561769431739,20.0722963775969,20.8622887637131,18.7290090257021,19.7043787078484,19.2756406633405,19.8957469869892,20.1066264318504,19.7041077962621,20.0591864214578,19.9006173200071,19.619240442858
"P33151",16.438322793505,16.7332143585687,17.6102176330658,16.4439654526224,16.188586588774,17.4493527816967,17.3364475006778,17.8969232850433,19.0159831947747,18.1418582109027,17.7977976136245,16.8137321542885
"P34896",NA,16.2775099443909,NA,15.4421716269435,15.9415728209278,NA,NA,NA,14.1688690949805,NA,NA,18.3112419231253
"P35442",NA,NA,NA,16.4297077872763,NA,15.6409077618209,NA,NA,18.398948911243,16.1112876127344,NA,NA
"P35443",NA,NA,NA,26.3296023652669,NA,NA,NA,NA,NA,18.820662964452,19.8517546422588,NA
"P35527",20.2723046063022,19.953183456516,19.1952560720535,19.6173200965347,18.2857313052844,18.9587473482434,19.2813139690298,19.0650288886963,19.5135792741378,18.9503022315777,19.2022832954137,19.7014669326031
"P35542",NA,NA,NA,15.6674729988428,NA,NA,NA,NA,14.9917855315415,NA,NA,15.3955782806425
"P35555",NA,NA,15.6763161103506,15.0878370867296,13.6102666393842,14.4264659814495,15.8929354081682,NA,13.7479401529068,14.468614215202,14.6802046061071,13.5582991924262
"P35579",16.7291203396923,15.8819114672901,15.3961241434469,17.469984254711,14.3146768741267,13.5502080688317,16.3340040040346,15.970358925146,12.4470609544083,17.6131821533543,17.3071276810521,19.0975400438238
"P35606",NA,NA,NA,15.4788044726897,NA,NA,17.4970283271907,17.3866348585311,NA,NA,NA,NA
"P35625",NA,NA,18.8012311082529,18.3036425178049,19.112692850655,NA,NA,NA,NA,NA,NA,NA
"P35858",18.0226356359886,16.8946098793437,17.4827869908401,17.3426991301303,17.7159765570155,17.4771376180382,18.0051739536836,17.9219315183606,17.3123296331105,17.7610370216119,17.5689015752168,15.572343799924
"P35900",NA,NA,NA,19.9581012614117,16.0602945519369,13.4581759191241,NA,17.3515586093382,17.0330457226501,16.4145836134815,NA,17.6101870982459
"P35908",20.0716142866289,19.8614440899639,18.6023881345573,18.7855649685989,17.3839041990206,19.0579629956998,18.6194678982003,18.7637224886117,18.1042508994911,17.2711980728072,18.9774200842999,18.5505633943062
"P35916",17.1860067134819,17.8064443860485,17.1054148565997,15.9894774890376,17.2245904607811,17.2717829359792,17.4560539848807,18.0988255333557,16.8001434580728,16.5031618664657,16.9104801497316,16.5188131752156
"P36955",19.5387805778781,18.8137859790761,19.2661339568239,17.9028189232157,19.0784742080155,19.2847210141444,19.0139684993184,19.3369989907233,19.1304623217161,18.2610452337534,19.248377717727,19.4455116252317
"P36980",16.7953359952234,17.1832103792116,17.1593202501754,16.9349595120911,16.5432199725425,17.5225979975591,17.0107284710767,17.0362764699729,16.9070261318749,16.3945132232894,16.9274114765476,17.8950735169057
"P37802",15.6583794153294,15.3620183630809,15.1038739331032,15.7054431059118,15.9024753771463,16.4015417717857,17.2329261012655,17.0225790855115,15.0294231544055,18.5464724977906,19.5935286878381,16.0201133477216
"P37840",14.0349386747826,14.1084056226808,14.8152748691217,14.1349945296452,17.3020898098167,15.6250702408563,13.8690157271384,15.1993715526457,14.9830183176909,17.0379950651499,13.4575939903507,NA
"P39060",NA,NA,NA,16.5347498778288,NA,NA,NA,16.3554684440244,NA,16.5199406592753,15.3808229941162,NA
"P40189",NA,18.6962390414539,NA,16.4744695493214,NA,16.9132985180014,NA,NA,NA,16.6752708849865,NA,NA
"P40197",16.2332940281751,15.0441553938593,14.9197966598199,15.2473802371137,15.569683736804,17.7356998486241,17.1755778497598,16.6575502616893,16.0336016768158,17.5086755258145,16.4821007539948,NA
"P41222",14.9128884429395,14.8980828463076,15.7163326656272,15.5544358574747,15.7100479075367,15.9661755990109,16.1206195153689,15.9157793940351,15.2218615599488,15.2574053135901,16.502645087843,16.1070746949526
"P43121",19.5948981853394,18.992355771249,18.8865308259326,17.8518098898723,18.3565193380106,18.8936005752966,19.0818344839712,19.3572981317251,19.3350269441949,19.0699941065233,18.7578786577416,18.7332458376497
"P43251",19.2641084432103,19.1632893341168,18.5204784661804,17.8659619041275,18.2851867424963,18.6078835280412,18.7389858905859,18.9536619480639,18.9517415947776,18.5629135121111,18.5164627324374,17.7152012318334
"P43405",NA,17.8777322345285,16.2668199528421,16.5123779664571,NA,NA,NA,NA,NA,NA,NA,NA
"P43652",20.1047872587658,19.0890086274094,19.4423542669892,19.2224258976417,18.8981048261971,19.0425487809873,18.9765485484054,19.8600737909863,18.7986877936171,19.2291579001424,19.7184349924809,18.3919481559216
"P47756",NA,15.6016481550723,NA,14.6509124073688,NA,NA,NA,15.0397993396087,NA,NA,NA,NA
"P48357",NA,18.6346779249492,NA,16.5999784677627,17.3195016281381,NA,NA,18.8436379628528,NA,NA,NA,NA
"P48507",NA,NA,NA,15.6699252845935,16.7716636783892,16.291412748658,NA,NA,NA,NA,NA,16.1527187804506
"P48643",16.2579635363272,NA,NA,14.1776870445195,NA,NA,16.0720750228583,15.5067002637029,15.2191055639398,14.733983247284,15.6547010137659,NA
"P48740",18.1037718757801,17.5647369080446,18.2283336076563,17.4414897608461,17.5928605830861,17.7415294153827,17.3653680581217,17.2184668725819,18.0155929929166,17.6368453959992,17.8410791790869,15.98908486423
"P48960",17.9132824435825,NA,18.6370064356958,18.6399675029511,NA,17.9198977090954,NA,NA,NA,NA,NA,NA
"P49189",NA,15.7404789843495,NA,14.5317512185581,NA,15.8040827216703,NA,NA,NA,NA,NA,NA
"P49327",NA,16.6465971862494,14.6203946275737,13.8550284656792,NA,NA,NA,NA,NA,NA,NA,NA
"P49368",NA,21.0403715193239,NA,20.4055479075407,NA,NA,NA,NA,NA,NA,20.6767289588983,NA
"P49641",NA,17.3753005401342,NA,19.5127580021141,NA,NA,NA,NA,15.7789854782715,NA,NA,NA
"P49746",NA,NA,15.8058630523875,15.0988575080791,NA,NA,15.4265221442055,15.7385362292113,NA,NA,NA,NA
"P49747",NA,NA,14.7694075195575,15.8526528077205,NA,16.0737273430174,13.3913797885435,13.8148168724433,15.4164608269488,NA,NA,13.7237408802024
"P49767",NA,NA,NA,18.3041847698746,NA,NA,20.8005751751947,NA,NA,19.3479048431476,NA,NA
"P50552",NA,18.0976504461177,15.3887633897228,13.255744086175,NA,14.6160686402379,13.5344135980194,NA,15.4699210462433,16.9574922829272,NA,14.8944624756502
"P51149",NA,NA,NA,19.1866124644343,NA,NA,18.2562662351472,18.5641506285112,NA,NA,NA,NA
"P51884",19.1375685637931,19.0963170048213,18.7232746099724,21.8113788853346,18.4580727798118,18.2938535162986,18.8031502387333,19.9577093300524,18.8810238937204,18.5804507622435,19.0033617617588,18.0486934430977
"P51888",NA,19.8041590833297,NA,18.4139850426317,18.508638797482,NA,NA,NA,NA,NA,18.9311619476762,NA
"P53634",NA,19.2582508777132,NA,18.0101732873427,NA,17.9546545053473,NA,NA,NA,NA,18.8917313349172,NA
"P54289",17.9268526567316,17.594106961864,16.5746446342033,15.9361250374698,15.9991456552916,17.3263452751105,17.2361925245323,17.0382943167485,16.7256462639362,16.9742635621545,15.5600706012967,NA
"P54652",NA,15.7190047524094,16.1897937981755,16.8770585482442,17.3653187431288,16.4631074148791,16.2018535935524,17.7885481585173,16.6175019849033,18.0812648531086,16.859111797176,18.1029759093809
"P54725",16.6431552933449,17.7764926513861,15.8145801534719,15.117130451973,18.6414386602057,NA,NA,15.514854268131,NA,15.016028566326,NA,NA
"P54802",NA,NA,NA,16.0985520272232,NA,15.8142583679586,14.1350894194796,NA,16.2625087199017,NA,NA,16.2680875320232
"P54920",NA,18.1865843215826,16.1697006461698,18.2144765701111,NA,20.2346636174849,NA,NA,NA,NA,NA,NA
"P55056",14.7643757457446,16.1840576905562,16.2891380785253,16.1092765257165,17.2721788781303,18.7008362728141,15.8184135004871,17.058574753496,17.046126672401,17.1692939653984,16.1783502315122,14.8404446472916
"P55058",NA,15.2004970575558,14.746702645888,13.9026033378406,14.2552612534937,16.0107752479585,12.3285875123482,13.3016324069282,NA,13.7413904012515,NA,14.2916762366628
"P55103",NA,NA,NA,13.9355502594219,NA,NA,16.1396538099012,NA,16.9662995654858,NA,NA,NA
"P55285",18.6919406202286,18.7289530540255,17.5810548755317,17.2890157079698,17.1690575807931,17.3408260764466,18.2890361678687,18.8284921013588,17.6776082164616,17.7528830755443,17.7794408044368,16.4574401370888
"P55290",17.7774563020197,16.805059494167,17.2164451096795,16.5128689050654,16.9897621230935,17.5026971572324,16.7260367878195,18.225566582413,18.0722551010974,18.3402593077466,17.845281217206,16.826129597361
"P58166",NA,16.8680228470153,NA,16.1364660338537,NA,16.1711256534387,NA,NA,15.6614289164516,NA,16.1763640252386,NA
"P59665",18.3512149114507,19.2806416126793,18.1255907469233,18.8173634815824,18.8888055332534,19.2771971600576,19.0305910132125,18.4880583211099,18.8162301711786,20.9802448365806,19.9620442725705,20.2065800251031
"P60174",17.734552825974,NA,NA,17.1505010668065,16.2210481637958,16.1692491338394,NA,16.0919106667293,NA,18.0000950224607,17.2665523779736,NA
"P60709",17.1556510657972,17.1220638741018,17.0688709400319,17.0288974645206,17.4191776377463,16.5232345681524,17.0002706140509,18.1071577712936,17.5853031779365,19.437670547143,19.7262212813077,18.4087209735424
"P60900",NA,NA,NA,20.2731359293171,NA,16.4926142572117,15.5665763045076,NA,NA,NA,NA,NA
"P61106",NA,NA,NA,16.3466903292286,NA,18.1217878227027,14.5592275806833,NA,18.6125633628307,NA,NA,NA
"P61160",NA,NA,16.5232644740141,17.1488213034478,NA,15.3412122716196,NA,NA,NA,NA,NA,NA
"P61769",18.7985894056829,19.59300986674,19.3956112824243,16.504444637034,18.2821997046173,18.5016681506873,19.6201339969806,18.7000662319974,17.1977433035173,17.4155609806025,18.0086364334412,20.3645848151768
"P61981",NA,17.6908809706978,NA,20.3998965608084,NA,NA,20.5855321636364,NA,NA,NA,NA,NA
"P62258",NA,NA,NA,16.827596084918,NA,NA,NA,NA,17.0947533609886,NA,NA,17.7079237575404
"P62805",NA,17.85478132316,18.3428800472369,17.1954794534199,16.9839578915192,NA,15.9460870073782,NA,16.3240018125786,16.7299876034724,NA,NA
"P62879",NA,16.2698892954059,NA,16.444672530948,NA,15.6901596377879,16.9345319240411,NA,NA,NA,15.8057000521361,16.595209180127
"P62979",17.7473386706668,18.9163271492561,18.5998795528363,17.1241362741332,18.6728014017986,17.9496658028451,18.8091341803764,18.6840224810482,17.1451519392006,20.161562158606,19.6478173014568,18.6779342364776
"P63104",NA,NA,NA,13.3102881415362,NA,15.2032496311118,NA,14.9866448285813,15.4486963214884,16.7030848552522,16.6628801663274,NA
"P63241",18.688745063869,NA,NA,17.1603023250857,NA,NA,NA,18.3098193911417,18.4754099512776,NA,NA,NA
"P68133",19.5304833787041,19.3776313995314,18.2404902589763,18.1420708645974,18.474275090865,17.5821326711111,19.4741975839934,19.2624139430433,17.5419150572282,20.0086376201903,20.0970835939857,19.2305361338385
"P68371",NA,NA,NA,16.5282710788159,NA,NA,17.3616139922893,15.4925226215907,NA,NA,NA,NA
"P68871",19.7449207230935,18.8752557955297,18.8241981053491,17.9301169151605,20.1764677933894,19.1509663956411,18.879375265335,18.6577922963072,18.2085637610658,19.9932760414871,19.7069716782571,18.5174133255188
"P69891",NA,NA,NA,14.9910863774675,16.2267128923409,15.1838334175074,NA,NA,NA,15.8789972009183,NA,NA
"P69905",19.0209466054326,20.8736657788719,19.0464001109795,18.4463013314993,20.4399948178157,19.5814902842084,18.5892107215895,20.8015322682632,16.6259222506989,21.8266785448241,20.6457675244336,18.68118124769
"P78509",NA,12.8963778721292,13.3544476346193,14.8266735854752,13.5186006430678,13.7591113513247,NA,15.0312759407733,14.8668663646273,13.8788365858439,13.20989911803,NA
"P80108",20.1906861967628,20.7929432204179,18.7495588246708,18.3268089912471,20.2208743864451,19.4838618773925,19.9780293711222,20.3307856352977,19.9088033910402,19.6910556296726,20.135137961841,18.9156096262577
"P80748",17.1215975552299,17.9270746148517,19.0776443459674,18.3193435380754,16.6274123451752,18.8978617391147,18.7831088053011,16.9506377725638,18.2936483943717,18.6263234187284,19.3591954914937,19.7695554830865
"P84085",NA,17.7933561817992,16.7285325377087,13.9143257307604,NA,NA,NA,NA,NA,NA,NA,NA
"P98160",NA,15.1960623348178,12.8971548139364,15.5229420706342,10.9805987383483,14.7799129610444,NA,13.6198024094682,12.3303057710235,NA,14.6811644787872,13.6449355141696
"P98172",NA,NA,NA,17.9466935702021,15.5075438603597,NA,NA,NA,13.9875677000865,NA,NA,NA
"Q00610",NA,NA,16.6960601895918,16.0237802250365,NA,17.6110679829058,NA,NA,17.950631471268,NA,17.5995470012168,NA
"Q01459",17.8747983609295,17.0311689039414,16.7846197862292,17.3779884056643,17.2571417419973,17.5947047155227,16.7810879996004,18.3707074366476,17.2753090504738,16.8829431002492,17.4190500719657,14.7594992169009
"Q01469",NA,NA,NA,16.3091114003178,15.5701207848402,NA,NA,NA,15.4495946405174,NA,15.7652339176285,16.4787991751039
"Q02413",NA,15.4470025619417,16.3862837643027,16.6114799639805,14.720368508121,15.9852727240744,15.4235578410816,15.3724701029365,16.7451869259872,NA,14.8912238582532,16.2614807163308
"Q02818",17.0461095364726,NA,17.2903603769367,16.5705987240951,16.4975396536662,16.8294424525154,16.7200724313092,NA,17.2708097861772,15.9621937912921,NA,17.9778907140659
"Q02985",NA,16.9017405834401,16.7869551527624,16.9144591821496,16.6371294154055,17.6771742987964,NA,NA,NA,NA,17.464763913602,17.5756986834452
"Q03591",15.5842683560168,16.9007457568173,17.2401292207444,16.0957237457538,15.4722059009694,16.7813641999953,17.2132269723099,16.1865445507642,17.2546654714674,16.0599281347858,16.6720222354451,16.92644215478
"Q04695",NA,NA,NA,15.9760947850753,16.8742243519408,18.1798328754623,NA,NA,NA,NA,NA,19.7746421384045
"Q04756",15.2391653979956,14.8913787697652,14.2410256202976,14.3320178799115,14.8108260335129,13.5745215899443,15.6235728732579,13.8842034424662,15.5310843586785,14.4870791171096,14.720933120305,NA
"Q04759",NA,NA,15.236887327041,15.7677173616509,NA,NA,15.2372198672249,NA,NA,NA,NA,18.316855112994
"Q05639",17.4032663588206,16.2759143327896,14.8045736468225,14.528795628558,NA,13.4141066512592,16.5021863705184,NA,NA,15.0970327513315,15.0126541393592,14.7521248893884
"Q06033",20.4982620177064,20.2033327399758,19.1140108526406,19.1957180639925,19.3839320519533,20.1912412908772,19.8489309595068,19.7926486745036,18.0022922641029,19.3676858712146,19.5947547016639,20.9700857533816
"Q06323",NA,NA,14.6971450266641,13.81155165767,15.9202195486309,14.710057119274,NA,NA,NA,15.8020818271852,15.4973061846251,15.1444212611417
"Q06481",NA,NA,NA,17.3379389791847,NA,16.2363868854528,NA,NA,15.4869895105135,17.8662407054587,NA,NA
"Q07954",14.1975983561326,15.6272542577842,15.2206337610573,16.0292658576293,15.4151107594931,14.7117576374091,15.1353660144595,14.3524194028117,15.4022280270656,13.114722544471,14.0522711893497,13.87998558666
"Q08380",17.2529959220154,17.7018776053349,17.8576598981354,16.2925215476648,19.3030617277921,18.1626348262723,18.2595182677598,18.0142372686341,17.3210807071652,18.1300065419438,17.2001166360659,18.1442045136316
"Q08830",NA,NA,NA,16.5814118262655,NA,NA,NA,NA,14.6511900685268,NA,NA,14.8486596959009
"Q09327",NA,17.0826131853514,NA,15.3568164238554,NA,NA,NA,NA,16.0920365092179,NA,NA,15.4427469819728
"Q0ZGT2",NA,NA,NA,15.2848709123988,NA,NA,NA,16.4768681052094,16.7932947732978,15.8201655959683,NA,NA
"Q10588",14.0665415253628,15.3754936298484,15.8096965185603,14.5783941206035,16.3294593521374,15.4048190692192,14.4927822129525,16.2817265049954,16.1155978870659,15.8915103588275,15.5308321984479,16.501756567957
"Q12805",17.7187250351551,19.3129072086152,18.5009748059911,17.6206520310577,18.2024110821006,18.3021388919626,18.5430474245951,18.2241058241118,18.2793751979865,18.6842981540087,18.7536359812267,19.8524939307034
"Q12841",15.7298006974306,16.6289828799522,17.0663478678212,16.0280258122412,16.2275312803142,16.628409988003,16.6617486501407,16.0544375845911,17.2156154432467,16.148436863834,15.982646538507,16.7272512942851
"Q12860",NA,16.0590776201195,16.407526138911,15.7428380949953,17.1128743676642,16.8638116356699,15.9342050833561,17.7351934689035,16.7944557905443,17.5173915366287,16.4242409351499,16.1229347029949
"Q12913",20.990480424523,20.2217412741222,20.1394738606285,19.6769224556991,20.483174461139,20.3190548051727,20.1340902632783,20.7531697862603,20.54504647637,20.5071320136132,20.3544053688561,19.5960781973442
"Q13093",15.1084471994889,12.659595913067,15.2708497520243,15.2556366930589,NA,14.4318484751881,16.0934888962693,15.1927721130187,13.4850576275308,14.9067174648911,16.0339454822039,15.4044676274707
"Q13103",15.4593317094323,10.3767941004649,16.6761793773459,13.395800863126,NA,16.8497585746699,NA,16.9770814291065,10.963466035903,17.1308953292001,NA,18.1821202697457
"Q13162",NA,NA,NA,14.9437909162079,NA,NA,NA,NA,14.7980869237106,16.4694283819288,NA,18.1648345344979
"Q13201",17.9617832513189,15.8952688839748,14.5847303643316,17.0282777684208,16.2253345373794,15.7930863502633,17.041409548804,17.0262182333909,16.5815455891376,17.7907855617868,17.5857443340962,15.6883124088323
"Q13231",18.2310234980211,NA,NA,17.9667164273443,NA,15.9877981254861,NA,17.5696932410657,NA,NA,NA,15.9269077866667
"Q13308",NA,NA,NA,18.7598438769763,NA,NA,17.4328308256211,18.6749767134424,NA,NA,NA,NA
"Q13421",17.9264136980041,17.2150575092304,17.2538738662406,17.3819072132153,17.7143190749499,NA,17.6368384839567,18.5419231804084,17.5653802093254,17.6481104285443,NA,17.7404054032799
"Q13740",NA,16.2250396256037,17.3408044358762,15.3552452202542,14.978731622071,16.7094534438393,16.2167402139925,16.754532753297,16.3981765371545,14.5271461924889,NA,15.1253480485
"Q13790",16.5673777219866,15.4806034271902,18.6819240781472,16.2982538761613,18.8870932668478,19.1763978750583,17.7966870780434,18.63426865591,15.8607803741488,20.0768156726138,18.0193124737912,18.8167684109555
"Q13835",NA,NA,15.3097453002339,15.0482355294314,NA,15.3588730673049,15.1903539816338,15.2067949084286,NA,NA,15.7689016304729,NA
"Q14118",NA,NA,NA,22.2180277386572,NA,NA,21.5730120850208,NA,17.7193639862504,NA,NA,NA
"Q14126",19.4443280750793,19.2061683478106,18.7312105758859,18.1270210716669,18.7768766946371,18.569959591059,18.0371642845766,19.1224564004943,17.4897550219948,18.8714721373029,19.0099760184648,18.0261694727761
"Q14247",NA,NA,NA,14.6675757385348,NA,NA,NA,NA,13.5723600953672,17.650519612706,17.9122962122603,NA
"Q14393",NA,NA,NA,19.7667898417003,NA,17.0114921261401,19.9688187556944,NA,17.9789390250713,NA,NA,19.3981373095636
"Q14515",13.4863563726425,16.4852708185821,NA,16.421743501169,13.3023821834794,13.5906169773868,15.8375014212934,16.1724874575928,15.6997464619954,NA,NA,14.9207291912572
