"interaction","ligand","receptor(s)","file","count"
"IL10_CXCR1","IL10","CXCR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_CXCR2","IL10","CXCR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_DRD1","IL10","DRD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_DRD2","IL10","DRD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_DRD3","IL10","DRD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_DRD4","IL10","DRD4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_DRD5","IL10","DRD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_EPHA3","IL10","EPHA3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_EPHB2","IL10","EPHB2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_EPO","IL10","EPO","OmniPathPPIs_new.tsv",1
"IL10_EPOR","IL10","EPOR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_ESRRA","IL10","ESRRA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_F3","IL10","F3","OmniPathPPIs_new.tsv",1
"IL10_FZD1","IL10","FZD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_FZD10","IL10","FZD10","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_FZD2","IL10","FZD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_FZD3","IL10","FZD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_FZD5","IL10","FZD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_FZD6","IL10","FZD6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_FZD7","IL10","FZD7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_FZD8","IL10","FZD8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_FZD9","IL10","FZD9","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_GHR","IL10","GHR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_GLRA1","IL10","GLRA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_GPR156","IL10","GPR156","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_GRM1","IL10","GRM1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_GRM2","IL10","GRM2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_GRM3","IL10","GRM3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_GRM4","IL10","GRM4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_GRM5","IL10","GRM5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_GRM6","IL10","GRM6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_GRM7","IL10","GRM7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_GRM8","IL10","GRM8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_HNF4A","IL10","HNF4A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IFNAR1","IL10","IFNAR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IFNAR2","IL10","IFNAR2","Human-2014-Qiao-LR-pairs.xlsx; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; NicheNet-LR-pairs.csv",3
"IL10_IFNGR1","IL10","IFNGR1","CellCall-2021_new.xlsx; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",2
"IL10_IFNGR2","IL10","IFNGR2","CellCall-2021_new.xlsx; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",2
"IL10_IFNLR1","IL10","IFNLR1","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2022-Dimitrov-LR-pairs.csv",3
"IL10_IL10R A/B","IL10","IL10R A/B","Human-2010-Kirouac-LR-pairs_new.xlsx",1
"IL10_IL10RA","IL10","IL10RA","CCIDB_Human_new.xlsx; CellCall-2021_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"IL10_IL10RA,IL10RB","IL10","IL10RA,IL10RB","CellCall-2021_new.xlsx",1
"IL10_IL10RB","IL10","IL10RB","CellCall-2021_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",14
"IL10_IL11RA","IL10","IL11RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL12RB1","IL10","IL12RB1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL12RB2","IL10","IL12RB2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL13RA1","IL10","IL13RA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL13RA2","IL10","IL13RA2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL15RA","IL10","IL15RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL17RA","IL10","IL17RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL18R1","IL10","IL18R1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL1R1","IL10","IL1R1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL1R2","IL10","IL1R2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL1RAP","IL10","IL1RAP","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL1RN","IL10","IL1RN","OmniPathPPIs_new.tsv",1
"IL10_IL20RA","IL10","IL20RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL22RA1","IL10","IL22RA1","NicheNet-LR-pairs.csv",1
"IL10_IL2RA","IL10","IL2RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL2RB","IL10","IL2RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL2RG","IL10","IL2RG","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL3RA","IL10","IL3RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL4R","IL10","IL4R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL5RA","IL10","IL5RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL6R","IL10","IL6R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL6ST","IL10","IL6ST","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL7R","IL10","IL7R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_IL9R","IL10","IL9R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_KCNH2","IL10","KCNH2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_KCTD8","IL10","KCTD8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_LEPR","IL10","LEPR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_LIFR","IL10","LIFR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_MPL","IL10","MPL","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_NR1H4","IL10","NR1H4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_NR3C1","IL10","NR3C1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_OSMR","IL10","OSMR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_PDGFRA","IL10","PDGFRA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_PPARA","IL10","PPARA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_PRLR","IL10","PRLR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_RAMP2","IL10","RAMP2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_SEMA7A","IL10","SEMA7A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_SIRPG","IL10","SIRPG","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",4
"IL10_SMO","IL10","SMO","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_SORT1","IL10","SORT1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_TFRC","IL10","TFRC","OmniPathPPIs_new.tsv",1
"IL10_TGFBR1","IL10","TGFBR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_TLR2","IL10","TLR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_TLR4","IL10","TLR4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_TNFRSF19","IL10","TNFRSF19","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_UNC13B","IL10","UNC13B","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL10_VEGFA","IL10","VEGFA","OmniPathPPIs_new.tsv",1
"IL11RA_CD40","IL11RA","CD40","Cellinker_Homos_2021.txt; Human-2022-Dimitrov-LR-pairs.csv",2
"IL11_ADORA1","IL11","ADORA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_ADORA2A","IL11","ADORA2A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_ADORA2B","IL11","ADORA2B","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_AGTR1","IL11","AGTR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_AGTR2","IL11","AGTR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_AR","IL11","AR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_CD40","IL11","CD40","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_CNTFR","IL11","CNTFR","CellCall-2021_new.xlsx; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",2
"IL11_CSF2RA","IL11","CSF2RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_CSF2RB","IL11","CSF2RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_CSF3R","IL11","CSF3R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_CXCR1","IL11","CXCR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_CXCR2","IL11","CXCR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_DRD1","IL11","DRD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_DRD2","IL11","DRD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_DRD3","IL11","DRD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_DRD4","IL11","DRD4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_DRD5","IL11","DRD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_EPOR","IL11","EPOR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_ESRRA","IL11","ESRRA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_FZD1","IL11","FZD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_FZD10","IL11","FZD10","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_FZD2","IL11","FZD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_FZD3","IL11","FZD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_FZD5","IL11","FZD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_FZD6","IL11","FZD6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_FZD7","IL11","FZD7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_FZD8","IL11","FZD8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_FZD9","IL11","FZD9","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_GHR","IL11","GHR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_GRM1","IL11","GRM1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_GRM2","IL11","GRM2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_GRM3","IL11","GRM3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_GRM4","IL11","GRM4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_GRM5","IL11","GRM5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_GRM6","IL11","GRM6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_GRM7","IL11","GRM7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_GRM8","IL11","GRM8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IFNAR1","IL11","IFNAR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IFNAR2","IL11","IFNAR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IFNGR1","IL11","IFNGR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IFNGR2","IL11","IFNGR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL10RA","IL11","IL10RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL10RB","IL11","IL10RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL11R","IL11","IL11R","CCIDB_Human_new.xlsx",1
"IL11_IL11RA","IL11","IL11RA","CellCall-2021_new.xlsx; Human-2010-Kirouac-LR-pairs_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"IL11_IL12RB1","IL11","IL12RB1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL12RB2","IL11","IL12RB2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL13RA1","IL11","IL13RA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL13RA2","IL11","IL13RA2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL15RA","IL11","IL15RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL17RA","IL11","IL17RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL18R1","IL11","IL18R1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL1R1","IL11","IL1R1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL1R2","IL11","IL1R2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL1RAP","IL11","IL1RAP","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL20RA","IL11","IL20RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL2RA","IL11","IL2RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL2RB","IL11","IL2RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL2RG","IL11","IL2RG","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL3RA","IL11","IL3RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL4R","IL11","IL4R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL5RA","IL11","IL5RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL6R","IL11","IL6R","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2022-Dimitrov-LR-pairs.csv",4
"IL11_IL6ST","IL11","IL6ST","CellCall-2021_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",14
"IL11_IL7R","IL11","IL7R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_IL9R","IL11","IL9R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_LEPR","IL11","LEPR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_LIFR","IL11","LIFR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_MPL","IL11","MPL","CellCall-2021_new.xlsx; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",2
"IL11_NR1H4","IL11","NR1H4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_OR5I1","IL11","OR5I1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_OSMR","IL11","OSMR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_PRLR","IL11","PRLR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_RXRB","IL11","RXRB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL11_SMO","IL11","SMO","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_ADORA1","IL12A","ADORA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_ADORA2A","IL12A","ADORA2A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_ADORA2B","IL12A","ADORA2B","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_AGTR1","IL12A","AGTR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_AGTR2","IL12A","AGTR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_CCR5","IL12A","CCR5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; OmniPathPPIs_new.tsv",2
"IL12A_CD28","IL12A","CD28","Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",9
"IL12A_CNTFR","IL12A","CNTFR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_CSF2RA","IL12A","CSF2RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_CSF2RB","IL12A","CSF2RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_CSF3R","IL12A","CSF3R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_CXCR1","IL12A","CXCR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_CXCR2","IL12A","CXCR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_DRD1","IL12A","DRD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_DRD2","IL12A","DRD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_DRD3","IL12A","DRD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_DRD4","IL12A","DRD4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_DRD5","IL12A","DRD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_EBI3","IL12A","EBI3","Human-2014-Qiao-LR-pairs.xlsx; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",2
"IL12A_EPOR","IL12A","EPOR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_FASLG","IL12A","FASLG","OmniPathPPIs_new.tsv",1
"IL12A_FZD1","IL12A","FZD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_FZD10","IL12A","FZD10","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_FZD2","IL12A","FZD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_FZD3","IL12A","FZD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_FZD5","IL12A","FZD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_FZD6","IL12A","FZD6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_FZD7","IL12A","FZD7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_FZD8","IL12A","FZD8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_FZD9","IL12A","FZD9","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_GHR","IL12A","GHR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_GRM1","IL12A","GRM1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_GRM2","IL12A","GRM2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_GRM3","IL12A","GRM3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_GRM4","IL12A","GRM4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_GRM5","IL12A","GRM5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_GRM6","IL12A","GRM6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_GRM7","IL12A","GRM7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_GRM8","IL12A","GRM8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IFNAR1","IL12A","IFNAR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IFNAR2","IL12A","IFNAR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IFNGR1","IL12A","IFNGR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IFNGR2","IL12A","IFNGR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL10RA","IL12A","IL10RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL10RB","IL12A","IL10RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL12RB1","IL12A","IL12RB1","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"IL12A_IL12RB2","IL12A","IL12RB2","CellCall-2021_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",16
"IL12A_IL13RA1","IL12A","IL13RA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL13RA2","IL12A","IL13RA2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL15RA","IL12A","IL15RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL17RA","IL12A","IL17RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL18R1","IL12A","IL18R1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL1R1","IL12A","IL1R1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; OmniPathPPIs_new.tsv",2
"IL12A_IL1R2","IL12A","IL1R2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL1RAP","IL12A","IL1RAP","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL27RA","IL12A","IL27RA","ICELLNETdb_v2_new.xlsx",1
"IL12A_IL2RA","IL12A","IL2RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL2RB","IL12A","IL2RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL2RG","IL12A","IL2RG","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL3RA","IL12A","IL3RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL4R","IL12A","IL4R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL5RA","IL12A","IL5RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
